TimeStamp,P1AK,P2AK,P3AK,P41AK,P42AK,P5AK,P61AK,P62AK,P63AK,P7AK,P8AK
2020-01-01 01:00:00,100.0,99.0,8.0,0.0,123.0,56.0,40.0,30.0,82.0,19.0,18.0
2020-01-01 02:00:00,93.0,74.0,8.0,0.0,118.0,45.0,40.0,37.0,74.0,16.0,15.0
2020-01-01 03:00:00,94.0,74.0,8.0,0.0,117.0,38.0,37.0,33.0,59.0,16.0,14.0
2020-01-01 04:00:00,91.0,75.0,8.0,0.0,116.0,38.0,32.0,25.0,56.0,15.0,13.0
2020-01-01 05:00:00,90.0,75.0,8.0,0.0,114.0,37.0,29.0,18.0,52.0,15.0,13.0
2020-01-01 06:00:00,89.0,76.0,8.0,0.0,116.0,37.0,19.0,12.0,50.0,15.0,13.0
2020-01-01 07:00:00,89.0,77.0,8.0,1.0,118.0,36.0,15.0,10.0,50.0,14.0,13.0
2020-01-01 08:00:00,89.0,77.0,8.0,3.0,117.0,36.0,14.0,9.0,50.0,15.0,13.0
2020-01-01 09:00:00,89.0,76.0,8.0,3.0,120.0,36.0,14.0,9.0,51.0,15.0,13.0
2020-01-01 10:00:00,88.0,76.0,8.0,7.0,118.0,40.0,25.0,19.0,54.0,15.0,13.0
2020-01-01 11:00:00,88.0,75.0,8.0,17.0,120.0,48.0,25.0,21.0,58.0,15.0,14.0
2020-01-01 12:00:00,99.0,70.0,8.0,20.0,125.0,56.0,37.0,21.0,65.0,17.0,17.0
2020-01-01 13:00:00,105.0,72.0,8.0,32.0,113.0,67.0,47.0,26.0,64.0,16.0,16.0
2020-01-01 14:00:00,117.0,67.0,7.0,48.0,119.0,64.0,40.0,32.0,55.0,22.0,14.0
2020-01-01 15:00:00,119.0,65.0,7.0,60.0,120.0,69.0,42.0,35.0,54.0,22.0,15.0
2020-01-01 16:00:00,129.0,63.0,7.0,59.0,123.0,94.0,49.0,46.0,61.0,20.0,18.0
2020-01-01 17:00:00,122.0,62.0,7.0,39.0,117.0,128.0,47.0,45.0,62.0,15.0,13.0
2020-01-01 18:00:00,144.0,64.0,7.0,35.0,120.0,129.0,39.0,36.0,56.0,15.0,15.0
2020-01-01 19:00:00,152.0,68.0,8.0,31.0,117.0,108.0,36.0,36.0,51.0,16.0,12.0
2020-01-01 20:00:00,165.0,69.0,8.0,7.0,106.0,116.0,29.0,25.0,56.0,14.0,10.0
2020-01-01 21:00:00,156.0,63.0,8.0,0.0,100.0,99.0,21.0,18.0,58.0,13.0,7.0
2020-01-01 22:00:00,151.0,60.0,8.0,0.0,102.0,72.0,21.0,10.0,51.0,13.0,7.0
2020-01-01 23:00:00,104.0,60.0,8.0,0.0,100.0,34.0,12.0,8.0,48.0,11.0,7.0
2020-01-02 00:00:00,87.0,60.0,8.0,0.0,98.0,33.0,7.0,4.0,46.0,11.0,7.0
2020-01-02 01:00:00,87.0,60.0,8.0,1.0,98.0,33.0,5.0,3.0,46.0,11.0,7.0
2020-01-02 02:00:00,88.0,60.0,8.0,1.0,96.0,33.0,5.0,3.0,46.0,11.0,7.0
2020-01-02 03:00:00,87.0,60.0,8.0,1.0,96.0,33.0,5.0,3.0,46.0,11.0,7.0
2020-01-02 04:00:00,87.0,60.0,8.0,1.0,96.0,33.0,4.0,3.0,46.0,11.0,7.0
2020-01-02 05:00:00,87.0,59.0,8.0,1.0,96.0,33.0,4.0,3.0,46.0,12.0,7.0
2020-01-02 06:00:00,91.0,61.0,8.0,3.0,98.0,33.0,5.0,3.0,45.0,15.0,7.0
2020-01-02 07:00:00,102.0,90.0,9.0,18.0,102.0,35.0,5.0,1.0,46.0,28.0,7.0
2020-01-02 08:00:00,170.0,167.0,15.0,48.0,120.0,63.0,15.0,7.0,50.0,79.0,14.0
2020-01-02 09:00:00,238.0,198.0,21.0,82.0,144.0,86.0,36.0,17.0,56.0,116.0,36.0
2020-01-02 10:00:00,340.0,228.0,24.0,111.0,148.0,211.0,75.0,66.0,71.0,174.0,67.0
2020-01-02 11:00:00,472.0,263.0,27.0,162.0,173.0,335.0,92.0,108.0,99.0,231.0,101.0
2020-01-02 12:00:00,582.0,284.0,30.0,195.0,173.0,411.0,92.0,108.0,97.0,274.0,110.0
2020-01-02 13:00:00,597.0,295.0,29.0,223.0,181.0,443.0,86.0,113.0,97.0,286.0,100.0
2020-01-02 14:00:00,644.0,296.0,30.0,238.0,177.0,478.0,91.0,114.0,99.0,301.0,106.0
2020-01-02 15:00:00,642.0,299.0,32.0,234.0,171.0,497.0,96.0,115.0,95.0,297.0,131.0
2020-01-02 16:00:00,643.0,297.0,30.0,222.0,168.0,487.0,92.0,114.0,99.0,280.0,131.0
2020-01-02 17:00:00,591.0,244.0,29.0,165.0,146.0,435.0,90.0,96.0,89.0,228.0,83.0
2020-01-02 18:00:00,467.0,193.0,24.0,90.0,132.0,347.0,67.0,74.0,77.0,125.0,64.0
2020-01-02 19:00:00,343.0,137.0,18.0,175.0,162.0,297.0,31.0,44.0,68.0,76.0,44.0
2020-01-02 20:00:00,294.0,115.0,18.0,231.0,186.0,288.0,32.0,36.0,69.0,40.0,66.0
2020-01-02 21:00:00,269.0,107.0,19.0,221.0,180.0,239.0,23.0,24.0,66.0,27.0,35.0
2020-01-02 22:00:00,224.0,89.0,19.0,1.0,124.0,147.0,13.0,18.0,59.0,20.0,15.0
2020-01-02 23:00:00,159.0,78.0,19.0,1.0,118.0,58.0,7.0,8.0,52.0,18.0,6.0
2020-01-03 00:00:00,88.0,71.0,19.0,0.0,111.0,39.0,1.0,5.0,51.0,16.0,6.0
2020-01-03 01:00:00,89.0,71.0,19.0,0.0,108.0,38.0,1.0,4.0,50.0,14.0,6.0
2020-01-03 02:00:00,86.0,71.0,19.0,1.0,106.0,36.0,1.0,3.0,49.0,14.0,6.0
2020-01-03 03:00:00,87.0,71.0,19.0,0.0,105.0,36.0,1.0,3.0,49.0,14.0,6.0
2020-01-03 04:00:00,87.0,71.0,19.0,0.0,104.0,36.0,1.0,3.0,48.0,14.0,6.0
2020-01-03 05:00:00,86.0,70.0,19.0,0.0,103.0,36.0,1.0,3.0,48.0,15.0,6.0
2020-01-03 06:00:00,89.0,71.0,20.0,6.0,105.0,36.0,1.0,3.0,49.0,18.0,6.0
2020-01-03 07:00:00,106.0,96.0,21.0,13.0,110.0,41.0,3.0,3.0,46.0,28.0,6.0
2020-01-03 08:00:00,188.0,169.0,25.0,37.0,119.0,66.0,29.0,12.0,50.0,82.0,20.0
2020-01-03 09:00:00,264.0,196.0,30.0,85.0,143.0,110.0,51.0,21.0,64.0,130.0,40.0
2020-01-03 10:00:00,385.0,229.0,34.0,126.0,146.0,227.0,92.0,67.0,71.0,196.0,54.0
2020-01-03 11:00:00,540.0,261.0,38.0,183.0,88.0,331.0,91.0,111.0,92.0,259.0,93.0
2020-01-03 12:00:00,621.0,267.0,39.0,209.0,99.0,425.0,89.0,106.0,96.0,276.0,117.0
2020-01-03 13:00:00,623.0,265.0,42.0,219.0,107.0,445.0,79.0,109.0,95.0,235.0,108.0
2020-01-03 14:00:00,628.0,250.0,41.0,191.0,85.0,474.0,77.0,100.0,94.0,202.0,110.0
2020-01-03 15:00:00,650.0,234.0,37.0,155.0,86.0,444.0,91.0,108.0,92.0,195.0,105.0
2020-01-03 16:00:00,625.0,231.0,34.0,148.0,79.0,464.0,87.0,109.0,95.0,153.0,86.0
2020-01-03 17:00:00,600.0,173.0,34.0,123.0,69.0,426.0,78.0,87.0,85.0,117.0,69.0
2020-01-03 18:00:00,480.0,155.0,33.0,97.0,86.0,357.0,57.0,70.0,73.0,76.0,53.0
2020-01-03 19:00:00,403.0,155.0,29.0,113.0,96.0,358.0,43.0,53.0,71.0,43.0,65.0
2020-01-03 20:00:00,350.0,139.0,26.0,246.0,136.0,350.0,45.0,47.0,71.0,11.0,99.0
2020-01-03 21:00:00,331.0,120.0,23.0,216.0,135.0,372.0,45.0,51.0,81.0,2.0,95.0
2020-01-03 22:00:00,300.0,106.0,22.0,205.0,124.0,283.0,40.0,49.0,78.0,2.0,86.0
2020-01-03 23:00:00,223.0,90.0,22.0,40.0,74.0,205.0,35.0,40.0,76.0,2.0,22.0
2020-01-04 00:00:00,143.0,79.0,22.0,0.0,54.0,114.0,24.0,39.0,70.0,1.0,11.0
2020-01-04 01:00:00,122.0,77.0,22.0,1.0,46.0,67.0,24.0,30.0,62.0,0.0,7.0
2020-01-04 02:00:00,99.0,77.0,22.0,1.0,42.0,43.0,16.0,24.0,60.0,0.0,6.0
2020-01-04 03:00:00,98.0,75.0,22.0,0.0,42.0,38.0,13.0,20.0,56.0,0.0,6.0
2020-01-04 04:00:00,98.0,76.0,22.0,0.0,41.0,38.0,7.0,10.0,52.0,0.0,6.0
2020-01-04 05:00:00,98.0,76.0,22.0,2.0,38.0,38.0,6.0,7.0,51.0,0.0,6.0
2020-01-04 06:00:00,99.0,77.0,22.0,6.0,44.0,38.0,2.0,3.0,50.0,3.0,6.0
2020-01-04 07:00:00,100.0,80.0,22.0,11.0,52.0,40.0,1.0,3.0,47.0,7.0,6.0
2020-01-04 08:00:00,108.0,83.0,22.0,21.0,48.0,51.0,5.0,5.0,46.0,12.0,14.0
2020-01-04 09:00:00,137.0,91.0,22.0,38.0,50.0,90.0,12.0,18.0,48.0,31.0,34.0
2020-01-04 10:00:00,275.0,123.0,17.0,83.0,58.0,185.0,52.0,54.0,68.0,110.0,84.0
2020-01-04 11:00:00,418.0,145.0,20.0,150.0,90.0,284.0,83.0,100.0,85.0,178.0,142.0
2020-01-04 12:00:00,572.0,163.0,22.0,165.0,93.0,414.0,93.0,107.0,93.0,232.0,150.0
2020-01-04 13:00:00,638.0,180.0,20.0,159.0,104.0,489.0,85.0,109.0,93.0,273.0,132.0
2020-01-04 14:00:00,663.0,179.0,16.0,185.0,88.0,465.0,84.0,103.0,91.0,279.0,109.0
2020-01-04 15:00:00,645.0,180.0,19.0,351.0,121.0,458.0,91.0,106.0,93.0,221.0,99.0
2020-01-04 16:00:00,607.0,159.0,18.0,343.0,133.0,467.0,81.0,90.0,78.0,173.0,81.0
2020-01-04 17:00:00,540.0,143.0,14.0,321.0,114.0,435.0,80.0,80.0,67.0,141.0,51.0
2020-01-04 18:00:00,456.0,131.0,15.0,107.0,102.0,375.0,53.0,64.0,63.0,105.0,27.0
2020-01-04 19:00:00,409.0,145.0,39.0,168.0,165.0,401.0,49.0,56.0,71.0,70.0,38.0
2020-01-04 20:00:00,389.0,143.0,76.0,223.0,189.0,419.0,55.0,63.0,78.0,50.0,36.0
2020-01-04 21:00:00,383.0,130.0,75.0,198.0,200.0,432.0,65.0,73.0,89.0,34.0,31.0
2020-01-04 22:00:00,337.0,105.0,22.0,18.0,106.0,346.0,65.0,77.0,93.0,26.0,29.0
2020-01-04 23:00:00,256.0,85.0,10.0,0.0,82.0,266.0,64.0,87.0,86.0,24.0,20.0
2020-01-05 00:00:00,163.0,75.0,10.0,0.0,73.0,136.0,59.0,78.0,75.0,21.0,14.0
2020-01-05 01:00:00,134.0,74.0,9.0,1.0,63.0,65.0,57.0,55.0,65.0,20.0,8.0
2020-01-05 02:00:00,109.0,71.0,9.0,0.0,62.0,47.0,46.0,41.0,59.0,20.0,6.0
2020-01-05 03:00:00,106.0,72.0,9.0,1.0,59.0,41.0,39.0,29.0,55.0,19.0,5.0
2020-01-05 04:00:00,105.0,72.0,9.0,1.0,60.0,40.0,30.0,17.0,52.0,19.0,5.0
2020-01-05 05:00:00,105.0,72.0,9.0,0.0,57.0,40.0,28.0,14.0,52.0,19.0,5.0
2020-01-05 06:00:00,105.0,72.0,9.0,0.0,58.0,40.0,19.0,9.0,51.0,19.0,5.0
2020-01-05 07:00:00,105.0,73.0,9.0,21.0,60.0,39.0,18.0,6.0,51.0,19.0,5.0
2020-01-05 08:00:00,105.0,73.0,9.0,33.0,66.0,39.0,17.0,6.0,51.0,18.0,5.0
2020-01-05 09:00:00,106.0,73.0,9.0,39.0,61.0,42.0,17.0,7.0,55.0,18.0,5.0
2020-01-05 10:00:00,106.0,71.0,9.0,79.0,61.0,71.0,45.0,15.0,70.0,18.0,9.0
2020-01-05 11:00:00,113.0,74.0,9.0,117.0,70.0,86.0,52.0,30.0,83.0,21.0,11.0
2020-01-05 12:00:00,159.0,77.0,9.0,119.0,82.0,98.0,65.0,60.0,92.0,28.0,10.0
2020-01-05 13:00:00,212.0,80.0,10.0,140.0,94.0,136.0,56.0,76.0,90.0,28.0,8.0
2020-01-05 14:00:00,242.0,71.0,10.0,156.0,73.0,165.0,69.0,86.0,79.0,27.0,10.0
2020-01-05 15:00:00,226.0,79.0,10.0,169.0,93.0,170.0,74.0,90.0,87.0,30.0,12.0
2020-01-05 16:00:00,219.0,77.0,9.0,194.0,123.0,238.0,70.0,87.0,93.0,36.0,26.0
2020-01-05 17:00:00,233.0,81.0,9.0,185.0,111.0,274.0,65.0,87.0,92.0,77.0,30.0
2020-01-05 18:00:00,253.0,98.0,9.0,212.0,127.0,292.0,74.0,100.0,93.0,79.0,106.0
2020-01-05 19:00:00,265.0,107.0,10.0,199.0,134.0,208.0,73.0,86.0,90.0,40.0,106.0
2020-01-05 20:00:00,256.0,107.0,10.0,131.0,109.0,172.0,49.0,60.0,70.0,33.0,66.0
2020-01-05 21:00:00,244.0,89.0,10.0,0.0,75.0,141.0,38.0,33.0,62.0,24.0,32.0
2020-01-05 22:00:00,225.0,74.0,9.0,1.0,58.0,89.0,24.0,12.0,60.0,19.0,15.0
2020-01-05 23:00:00,151.0,73.0,9.0,0.0,39.0,43.0,9.0,8.0,54.0,16.0,7.0
2020-01-06 00:00:00,104.0,73.0,9.0,0.0,37.0,40.0,4.0,4.0,49.0,16.0,6.0
2020-01-06 01:00:00,106.0,74.0,9.0,0.0,34.0,39.0,4.0,3.0,48.0,16.0,6.0
2020-01-06 02:00:00,106.0,74.0,9.0,0.0,33.0,38.0,4.0,3.0,48.0,16.0,6.0
2020-01-06 03:00:00,106.0,74.0,9.0,0.0,33.0,38.0,2.0,3.0,48.0,16.0,6.0
2020-01-06 04:00:00,106.0,74.0,9.0,0.0,32.0,38.0,1.0,3.0,48.0,16.0,6.0
2020-01-06 05:00:00,105.0,74.0,9.0,0.0,33.0,38.0,1.0,3.0,49.0,17.0,6.0
2020-01-06 06:00:00,109.0,78.0,10.0,10.0,35.0,38.0,1.0,2.0,47.0,21.0,6.0
2020-01-06 07:00:00,134.0,108.0,13.0,33.0,91.0,42.0,4.0,1.0,40.0,39.0,7.0
2020-01-06 08:00:00,241.0,238.0,24.0,69.0,109.0,85.0,33.0,14.0,50.0,109.0,24.0
2020-01-06 09:00:00,358.0,299.0,31.0,109.0,133.0,153.0,77.0,39.0,55.0,191.0,48.0
2020-01-06 10:00:00,442.0,315.0,32.0,146.0,144.0,277.0,92.0,90.0,67.0,266.0,87.0
2020-01-06 11:00:00,550.0,343.0,32.0,170.0,152.0,373.0,89.0,111.0,91.0,305.0,96.0
2020-01-06 12:00:00,571.0,347.0,35.0,173.0,162.0,410.0,82.0,101.0,89.0,298.0,100.0
2020-01-06 13:00:00,545.0,331.0,37.0,175.0,155.0,386.0,75.0,101.0,91.0,276.0,91.0
2020-01-06 14:00:00,567.0,301.0,36.0,170.0,156.0,356.0,84.0,90.0,93.0,276.0,92.0
2020-01-06 15:00:00,545.0,277.0,36.0,185.0,164.0,355.0,83.0,98.0,85.0,283.0,95.0
2020-01-06 16:00:00,525.0,258.0,33.0,163.0,141.0,347.0,86.0,101.0,88.0,268.0,100.0
2020-01-06 17:00:00,471.0,198.0,27.0,136.0,130.0,299.0,90.0,91.0,79.0,195.0,83.0
2020-01-06 18:00:00,338.0,154.0,21.0,87.0,128.0,245.0,64.0,59.0,78.0,127.0,60.0
2020-01-06 19:00:00,232.0,120.0,16.0,73.0,125.0,161.0,31.0,27.0,61.0,70.0,40.0
2020-01-06 20:00:00,181.0,103.0,14.0,64.0,124.0,142.0,18.0,13.0,65.0,36.0,21.0
2020-01-06 21:00:00,182.0,93.0,13.0,32.0,113.0,127.0,16.0,14.0,74.0,32.0,13.0
2020-01-06 22:00:00,176.0,87.0,12.0,4.0,103.0,99.0,10.0,12.0,71.0,26.0,6.0
2020-01-06 23:00:00,102.0,77.0,13.0,1.0,98.0,48.0,6.0,3.0,57.0,23.0,5.0
2020-01-07 00:00:00,98.0,78.0,13.0,0.0,100.0,43.0,1.0,3.0,57.0,18.0,5.0
2020-01-07 01:00:00,92.0,78.0,13.0,0.0,100.0,39.0,0.0,1.0,56.0,18.0,5.0
2020-01-07 02:00:00,88.0,78.0,13.0,0.0,99.0,39.0,0.0,1.0,56.0,18.0,5.0
2020-01-07 03:00:00,88.0,78.0,13.0,0.0,99.0,39.0,0.0,1.0,56.0,18.0,5.0
2020-01-07 04:00:00,88.0,78.0,13.0,0.0,98.0,39.0,0.0,1.0,56.0,18.0,5.0
2020-01-07 05:00:00,88.0,78.0,13.0,0.0,98.0,39.0,0.0,1.0,57.0,19.0,5.0
2020-01-07 06:00:00,89.0,78.0,13.0,11.0,100.0,39.0,0.0,1.0,53.0,19.0,6.0
2020-01-07 07:00:00,139.0,117.0,28.0,16.0,102.0,42.0,2.0,1.0,49.0,45.0,6.0
2020-01-07 08:00:00,246.0,231.0,467.0,81.0,121.0,89.0,23.0,10.0,57.0,120.0,26.0
2020-01-07 09:00:00,354.0,322.0,527.0,125.0,163.0,182.0,51.0,20.0,68.0,189.0,65.0
2020-01-07 10:00:00,469.0,354.0,549.0,150.0,172.0,260.0,72.0,84.0,78.0,253.0,110.0
2020-01-07 11:00:00,566.0,365.0,546.0,176.0,171.0,326.0,78.0,98.0,77.0,284.0,134.0
2020-01-07 12:00:00,556.0,352.0,533.0,184.0,168.0,352.0,75.0,93.0,86.0,288.0,121.0
2020-01-07 13:00:00,538.0,338.0,454.0,183.0,153.0,322.0,64.0,80.0,82.0,254.0,109.0
2020-01-07 14:00:00,505.0,314.0,302.0,153.0,137.0,285.0,74.0,83.0,79.0,252.0,98.0
2020-01-07 15:00:00,497.0,,182.0,165.0,131.0,264.0,71.0,92.0,71.0,242.0,111.0
2020-01-07 16:00:00,479.0,267.0,160.0,172.0,128.0,269.0,85.0,91.0,77.0,236.0,96.0
2020-01-07 17:00:00,456.0,228.0,155.0,250.0,139.0,277.0,84.0,82.0,73.0,181.0,85.0
2020-01-07 18:00:00,362.0,183.0,155.0,210.0,131.0,213.0,66.0,42.0,75.0,120.0,69.0
2020-01-07 19:00:00,299.0,154.0,147.0,57.0,122.0,180.0,46.0,25.0,67.0,74.0,28.0
2020-01-07 20:00:00,230.0,146.0,140.0,50.0,130.0,136.0,31.0,17.0,63.0,37.0,21.0
2020-01-07 21:00:00,217.0,136.0,118.0,23.0,106.0,126.0,18.0,21.0,64.0,26.0,15.0
2020-01-07 22:00:00,186.0,107.0,118.0,0.0,98.0,78.0,11.0,10.0,62.0,12.0,7.0
2020-01-07 23:00:00,139.0,79.0,118.0,0.0,93.0,46.0,2.0,0.0,61.0,13.0,5.0
2020-01-08 00:00:00,120.0,78.0,118.0,0.0,93.0,46.0,2.0,1.0,57.0,13.0,4.0
2020-01-08 01:00:00,121.0,77.0,118.0,0.0,89.0,44.0,3.0,1.0,56.0,14.0,4.0
2020-01-08 02:00:00,121.0,77.0,118.0,0.0,88.0,44.0,0.0,1.0,57.0,14.0,4.0
2020-01-08 03:00:00,121.0,77.0,118.0,2.0,89.0,44.0,0.0,1.0,57.0,14.0,4.0
2020-01-08 04:00:00,123.0,77.0,118.0,2.0,89.0,44.0,0.0,1.0,57.0,14.0,4.0
2020-01-08 05:00:00,121.0,77.0,118.0,2.0,89.0,44.0,0.0,1.0,57.0,14.0,4.0
2020-01-08 06:00:00,122.0,82.0,119.0,11.0,94.0,44.0,0.0,1.0,54.0,18.0,4.0
2020-01-08 07:00:00,151.0,115.0,134.0,23.0,94.0,51.0,1.0,2.0,49.0,39.0,4.0
2020-01-08 08:00:00,236.0,237.0,607.0,88.0,130.0,93.0,18.0,10.0,58.0,108.0,21.0
2020-01-08 09:00:00,360.0,315.0,653.0,164.0,166.0,189.0,55.0,44.0,88.0,193.0,68.0
2020-01-08 10:00:00,470.0,338.0,545.0,232.0,177.0,294.0,81.0,101.0,94.0,242.0,116.0
2020-01-08 11:00:00,560.0,360.0,538.0,243.0,193.0,417.0,87.0,107.0,97.0,280.0,138.0
2020-01-08 12:00:00,575.0,358.0,530.0,241.0,191.0,432.0,79.0,105.0,92.0,266.0,144.0
2020-01-08 13:00:00,541.0,348.0,358.0,211.0,180.0,367.0,71.0,90.0,84.0,229.0,129.0
2020-01-08 14:00:00,489.0,310.0,234.0,158.0,166.0,333.0,53.0,97.0,86.0,198.0,96.0
2020-01-08 15:00:00,496.0,273.0,89.0,159.0,151.0,320.0,58.0,86.0,73.0,218.0,75.0
2020-01-08 16:00:00,477.0,258.0,40.0,144.0,135.0,316.0,40.0,83.0,79.0,195.0,75.0
2020-01-08 17:00:00,418.0,199.0,32.0,126.0,115.0,270.0,53.0,77.0,76.0,168.0,83.0
2020-01-08 18:00:00,350.0,148.0,26.0,103.0,102.0,231.0,41.0,61.0,73.0,127.0,63.0
2020-01-08 19:00:00,286.0,135.0,23.0,195.0,134.0,215.0,26.0,50.0,79.0,77.0,33.0
2020-01-08 20:00:00,223.0,134.0,22.0,200.0,158.0,189.0,20.0,38.0,74.0,47.0,26.0
2020-01-08 21:00:00,201.0,113.0,20.0,187.0,161.0,150.0,14.0,30.0,73.0,43.0,16.0
2020-01-08 22:00:00,162.0,95.0,17.0,125.0,123.0,97.0,11.0,12.0,68.0,37.0,7.0
2020-01-08 23:00:00,135.0,73.0,15.0,0.0,105.0,60.0,4.0,1.0,58.0,36.0,6.0
2020-01-09 00:00:00,109.0,70.0,15.0,0.0,99.0,53.0,2.0,3.0,56.0,33.0,5.0
2020-01-09 01:00:00,107.0,68.0,15.0,0.0,96.0,50.0,1.0,2.0,55.0,33.0,5.0
2020-01-09 02:00:00,104.0,68.0,15.0,0.0,93.0,50.0,1.0,1.0,55.0,33.0,4.0
2020-01-09 03:00:00,104.0,68.0,15.0,0.0,92.0,50.0,1.0,1.0,55.0,33.0,4.0
2020-01-09 04:00:00,105.0,68.0,15.0,0.0,94.0,50.0,1.0,1.0,55.0,33.0,4.0
2020-01-09 05:00:00,104.0,68.0,15.0,0.0,93.0,50.0,1.0,1.0,55.0,35.0,4.0
2020-01-09 06:00:00,105.0,73.0,16.0,4.0,95.0,50.0,1.0,1.0,53.0,34.0,4.0
2020-01-09 07:00:00,125.0,104.0,22.0,22.0,100.0,53.0,1.0,1.0,49.0,54.0,6.0
2020-01-09 08:00:00,235.0,232.0,409.0,75.0,129.0,102.0,26.0,11.0,53.0,130.0,25.0
2020-01-09 09:00:00,340.0,302.0,486.0,119.0,168.0,175.0,63.0,36.0,67.0,202.0,78.0
2020-01-09 10:00:00,462.0,343.0,517.0,159.0,182.0,278.0,80.0,88.0,89.0,267.0,116.0
2020-01-09 11:00:00,547.0,362.0,513.0,170.0,180.0,385.0,85.0,91.0,90.0,282.0,120.0
2020-01-09 12:00:00,545.0,358.0,498.0,186.0,190.0,356.0,71.0,85.0,86.0,281.0,114.0
2020-01-09 13:00:00,544.0,363.0,377.0,171.0,170.0,331.0,54.0,92.0,79.0,230.0,100.0
2020-01-09 14:00:00,542.0,326.0,229.0,127.0,153.0,301.0,56.0,66.0,72.0,228.0,104.0
2020-01-09 15:00:00,483.0,309.0,87.0,137.0,136.0,312.0,80.0,80.0,81.0,236.0,102.0
2020-01-09 16:00:00,502.0,301.0,39.0,137.0,138.0,302.0,89.0,84.0,82.0,225.0,112.0
2020-01-09 17:00:00,480.0,238.0,36.0,131.0,137.0,311.0,65.0,95.0,87.0,190.0,92.0
2020-01-09 18:00:00,408.0,200.0,49.0,261.0,160.0,257.0,68.0,67.0,84.0,113.0,60.0
2020-01-09 19:00:00,270.0,163.0,38.0,291.0,228.0,228.0,42.0,44.0,88.0,70.0,36.0
2020-01-09 20:00:00,216.0,157.0,35.0,244.0,228.0,185.0,29.0,31.0,80.0,42.0,28.0
2020-01-09 21:00:00,212.0,151.0,13.0,5.0,157.0,156.0,22.0,21.0,81.0,31.0,18.0
2020-01-09 22:00:00,187.0,120.0,11.0,0.0,119.0,123.0,11.0,11.0,71.0,27.0,4.0
2020-01-09 23:00:00,131.0,83.0,10.0,0.0,100.0,59.0,6.0,2.0,65.0,21.0,0.0
2020-01-10 00:00:00,106.0,75.0,10.0,3.0,95.0,56.0,3.0,0.0,62.0,21.0,0.0
2020-01-10 01:00:00,105.0,75.0,10.0,0.0,95.0,56.0,2.0,0.0,59.0,22.0,0.0
2020-01-10 02:00:00,105.0,75.0,10.0,0.0,93.0,55.0,1.0,1.0,59.0,22.0,0.0
2020-01-10 03:00:00,104.0,75.0,10.0,0.0,92.0,55.0,1.0,1.0,59.0,22.0,0.0
2020-01-10 04:00:00,104.0,75.0,10.0,0.0,94.0,55.0,1.0,1.0,59.0,22.0,0.0
2020-01-10 05:00:00,103.0,75.0,10.0,0.0,94.0,55.0,2.0,1.0,58.0,22.0,0.0
2020-01-10 06:00:00,105.0,79.0,9.0,11.0,96.0,55.0,1.0,2.0,57.0,28.0,0.0
2020-01-10 07:00:00,126.0,108.0,23.0,19.0,97.0,58.0,4.0,2.0,56.0,48.0,3.0
2020-01-10 08:00:00,236.0,226.0,375.0,84.0,124.0,96.0,22.0,13.0,59.0,116.0,25.0
2020-01-10 09:00:00,328.0,299.0,422.0,147.0,187.0,178.0,46.0,34.0,77.0,192.0,67.0
2020-01-10 10:00:00,458.0,302.0,439.0,181.0,191.0,277.0,78.0,104.0,94.0,264.0,103.0
2020-01-10 11:00:00,534.0,326.0,426.0,222.0,192.0,321.0,86.0,110.0,94.0,302.0,119.0
2020-01-10 12:00:00,530.0,330.0,422.0,212.0,188.0,320.0,60.0,95.0,84.0,282.0,113.0
2020-01-10 13:00:00,508.0,303.0,315.0,185.0,166.0,280.0,64.0,76.0,72.0,245.0,108.0
2020-01-10 14:00:00,473.0,243.0,157.0,147.0,158.0,281.0,73.0,85.0,59.0,220.0,97.0
2020-01-10 15:00:00,479.0,205.0,65.0,164.0,149.0,324.0,76.0,94.0,64.0,221.0,108.0
2020-01-10 16:00:00,503.0,190.0,35.0,154.0,148.0,325.0,82.0,92.0,68.0,206.0,119.0
2020-01-10 17:00:00,457.0,161.0,26.0,144.0,152.0,322.0,74.0,94.0,74.0,167.0,105.0
2020-01-10 18:00:00,390.0,155.0,22.0,121.0,156.0,270.0,63.0,69.0,63.0,127.0,75.0
2020-01-10 19:00:00,332.0,152.0,25.0,208.0,196.0,245.0,42.0,47.0,76.0,94.0,67.0
2020-01-10 20:00:00,290.0,140.0,100.0,332.0,265.0,284.0,48.0,49.0,81.0,62.0,71.0
2020-01-10 21:00:00,280.0,142.0,98.0,304.0,258.0,296.0,50.0,51.0,94.0,55.0,56.0
2020-01-10 22:00:00,267.0,116.0,70.0,156.0,199.0,221.0,46.0,60.0,89.0,39.0,41.0
2020-01-10 23:00:00,193.0,88.0,18.0,38.0,129.0,138.0,38.0,47.0,82.0,34.0,20.0
2020-01-11 00:00:00,149.0,69.0,13.0,0.0,106.0,103.0,37.0,47.0,77.0,31.0,10.0
2020-01-11 01:00:00,124.0,63.0,13.0,0.0,93.0,77.0,37.0,43.0,69.0,30.0,10.0
2020-01-11 02:00:00,109.0,60.0,13.0,0.0,88.0,62.0,33.0,36.0,59.0,28.0,10.0
2020-01-11 03:00:00,108.0,60.0,13.0,0.0,87.0,58.0,25.0,30.0,54.0,28.0,10.0
2020-01-11 04:00:00,108.0,60.0,13.0,0.0,88.0,56.0,18.0,20.0,51.0,28.0,10.0
