TimeStamp,P1AK,P2AK,P3AK,P41AK,P42AK,P5AK,P61AK,P62AK,P63AK,P7AK,P8AK
2020-03-20 01:00:00,65.0,87.0,12.0,0.0,78.0,51.0,2.0,3.0,60.0,32.0,6.0
2020-03-20 02:00:00,65.0,87.0,12.0,0.0,77.0,51.0,2.0,3.0,60.0,32.0,6.0
2020-03-20 03:00:00,65.0,87.0,12.0,0.0,78.0,51.0,2.0,3.0,60.0,32.0,5.0
2020-03-20 04:00:00,65.0,87.0,12.0,0.0,78.0,51.0,2.0,3.0,60.0,32.0,5.0
2020-03-20 05:00:00,64.0,87.0,12.0,0.0,78.0,51.0,3.0,3.0,60.0,32.0,5.0
2020-03-20 06:00:00,73.0,94.0,13.0,0.0,76.0,51.0,1.0,2.0,58.0,36.0,5.0
2020-03-20 07:00:00,99.0,126.0,14.0,7.0,76.0,53.0,4.0,3.0,57.0,47.0,6.0
2020-03-20 08:00:00,173.0,213.0,23.0,33.0,93.0,77.0,23.0,11.0,62.0,87.0,15.0
2020-03-20 09:00:00,217.0,249.0,30.0,58.0,104.0,99.0,33.0,16.0,68.0,132.0,37.0
2020-03-20 10:00:00,234.0,258.0,29.0,56.0,106.0,108.0,36.0,32.0,70.0,142.0,39.0
2020-03-20 11:00:00,247.0,258.0,29.0,50.0,101.0,133.0,28.0,24.0,82.0,146.0,50.0
2020-03-20 12:00:00,245.0,248.0,29.0,48.0,99.0,124.0,23.0,28.0,75.0,125.0,41.0
2020-03-20 13:00:00,233.0,235.0,30.0,41.0,99.0,107.0,24.0,24.0,70.0,106.0,32.0
2020-03-20 14:00:00,208.0,202.0,28.0,38.0,78.0,93.0,17.0,29.0,63.0,78.0,29.0
2020-03-20 15:00:00,191.0,170.0,23.0,36.0,72.0,92.0,17.0,21.0,62.0,85.0,26.0
2020-03-20 16:00:00,170.0,157.0,20.0,31.0,71.0,96.0,18.0,16.0,66.0,72.0,25.0
2020-03-20 17:00:00,134.0,130.0,19.0,15.0,70.0,89.0,14.0,15.0,58.0,61.0,17.0
2020-03-20 18:00:00,104.0,116.0,13.0,0.0,62.0,70.0,10.0,12.0,53.0,50.0,9.0
2020-03-20 19:00:00,96.0,102.0,11.0,5.0,61.0,57.0,5.0,12.0,53.0,36.0,7.0
2020-03-20 20:00:00,82.0,95.0,11.0,5.0,65.0,53.0,3.0,9.0,58.0,31.0,5.0
2020-03-20 21:00:00,82.0,92.0,11.0,2.0,65.0,51.0,4.0,7.0,60.0,30.0,5.0
2020-03-20 22:00:00,81.0,91.0,11.0,3.0,64.0,51.0,4.0,7.0,60.0,30.0,6.0
2020-03-20 23:00:00,80.0,90.0,11.0,3.0,66.0,51.0,4.0,6.0,63.0,30.0,5.0
2020-03-21 00:00:00,81.0,90.0,11.0,3.0,67.0,50.0,5.0,6.0,63.0,30.0,5.0
2020-03-21 01:00:00,81.0,90.0,11.0,3.0,69.0,50.0,3.0,5.0,63.0,30.0,5.0
2020-03-21 02:00:00,81.0,90.0,11.0,3.0,69.0,50.0,3.0,5.0,60.0,30.0,4.0
2020-03-21 03:00:00,81.0,90.0,11.0,3.0,68.0,50.0,3.0,5.0,60.0,30.0,4.0
2020-03-21 04:00:00,81.0,90.0,11.0,3.0,68.0,50.0,3.0,5.0,60.0,30.0,4.0
2020-03-21 05:00:00,80.0,90.0,11.0,0.0,68.0,50.0,3.0,5.0,59.0,30.0,4.0
2020-03-21 06:00:00,81.0,91.0,11.0,0.0,69.0,50.0,4.0,6.0,57.0,30.0,4.0
2020-03-21 07:00:00,80.0,93.0,9.0,5.0,70.0,55.0,5.0,5.0,57.0,30.0,13.0
2020-03-21 08:00:00,83.0,95.0,9.0,5.0,72.0,67.0,10.0,5.0,58.0,32.0,28.0
2020-03-21 09:00:00,82.0,97.0,10.0,15.0,71.0,71.0,12.0,11.0,60.0,40.0,27.0
2020-03-21 10:00:00,96.0,100.0,10.0,16.0,73.0,97.0,18.0,23.0,60.0,46.0,36.0
2020-03-21 11:00:00,90.0,102.0,12.0,10.0,77.0,90.0,17.0,23.0,57.0,48.0,35.0
2020-03-21 12:00:00,89.0,105.0,10.0,11.0,70.0,77.0,15.0,16.0,58.0,50.0,28.0
2020-03-21 13:00:00,86.0,103.0,10.0,5.0,71.0,65.0,13.0,11.0,60.0,52.0,21.0
2020-03-21 14:00:00,87.0,102.0,9.0,3.0,72.0,58.0,8.0,12.0,65.0,44.0,14.0
2020-03-21 15:00:00,90.0,96.0,9.0,7.0,61.0,60.0,13.0,11.0,60.0,41.0,9.0
2020-03-21 16:00:00,86.0,93.0,9.0,4.0,63.0,56.0,6.0,8.0,58.0,35.0,6.0
2020-03-21 17:00:00,79.0,89.0,9.0,4.0,70.0,55.0,5.0,8.0,56.0,35.0,6.0
2020-03-21 18:00:00,77.0,86.0,10.0,3.0,68.0,52.0,4.0,5.0,54.0,34.0,7.0
2020-03-21 19:00:00,78.0,89.0,10.0,2.0,65.0,52.0,5.0,4.0,57.0,33.0,7.0
2020-03-21 20:00:00,79.0,90.0,10.0,0.0,69.0,50.0,5.0,5.0,54.0,31.0,7.0
2020-03-21 21:00:00,79.0,88.0,10.0,1.0,72.0,50.0,4.0,7.0,57.0,30.0,6.0
2020-03-21 22:00:00,80.0,88.0,10.0,2.0,76.0,50.0,3.0,7.0,59.0,30.0,6.0
2020-03-21 23:00:00,81.0,87.0,10.0,2.0,81.0,50.0,3.0,7.0,61.0,30.0,6.0
2020-03-22 00:00:00,80.0,87.0,10.0,2.0,82.0,50.0,3.0,6.0,60.0,30.0,6.0
2020-03-22 01:00:00,81.0,87.0,10.0,0.0,83.0,50.0,3.0,5.0,60.0,30.0,6.0
2020-03-22 02:00:00,81.0,87.0,10.0,0.0,84.0,50.0,3.0,6.0,59.0,30.0,6.0
2020-03-22 03:00:00,81.0,87.0,10.0,,83.0,50.0,3.0,6.0,60.0,30.0,5.0
2020-03-22 04:00:00,81.0,87.0,10.0,0.0,84.0,50.0,3.0,6.0,61.0,30.0,5.0
2020-03-22 05:00:00,81.0,87.0,10.0,0.0,84.0,50.0,3.0,6.0,56.0,30.0,5.0
2020-03-22 06:00:00,81.0,89.0,10.0,0.0,84.0,50.0,3.0,6.0,56.0,30.0,5.0
2020-03-22 07:00:00,80.0,90.0,10.0,0.0,83.0,50.0,3.0,6.0,56.0,29.0,5.0
2020-03-22 08:00:00,80.0,90.0,10.0,1.0,85.0,50.0,3.0,6.0,56.0,28.0,5.0
2020-03-22 09:00:00,80.0,91.0,10.0,1.0,86.0,50.0,5.0,7.0,57.0,28.0,5.0
2020-03-22 10:00:00,78.0,90.0,10.0,5.0,86.0,50.0,6.0,11.0,56.0,28.0,5.0
2020-03-22 11:00:00,79.0,90.0,10.0,4.0,90.0,51.0,10.0,8.0,57.0,28.0,5.0
2020-03-22 12:00:00,76.0,89.0,10.0,1.0,86.0,51.0,14.0,8.0,58.0,28.0,5.0
2020-03-22 13:00:00,78.0,88.0,10.0,5.0,85.0,52.0,14.0,7.0,57.0,28.0,4.0
2020-03-22 14:00:00,80.0,89.0,10.0,11.0,88.0,51.0,16.0,9.0,58.0,28.0,4.0
2020-03-22 15:00:00,81.0,86.0,9.0,25.0,87.0,52.0,15.0,12.0,60.0,28.0,5.0
2020-03-22 16:00:00,81.0,85.0,10.0,17.0,82.0,53.0,16.0,17.0,59.0,28.0,5.0
2020-03-22 17:00:00,77.0,84.0,10.0,11.0,82.0,51.0,8.0,11.0,60.0,28.0,5.0
2020-03-22 18:00:00,80.0,87.0,10.0,9.0,79.0,50.0,9.0,11.0,66.0,28.0,6.0
2020-03-22 19:00:00,79.0,88.0,10.0,7.0,76.0,50.0,6.0,7.0,66.0,29.0,6.0
2020-03-22 20:00:00,81.0,88.0,10.0,4.0,75.0,50.0,5.0,4.0,67.0,29.0,6.0
2020-03-22 21:00:00,79.0,89.0,10.0,2.0,74.0,50.0,5.0,6.0,66.0,29.0,6.0
2020-03-22 22:00:00,82.0,90.0,10.0,2.0,72.0,50.0,3.0,8.0,66.0,29.0,6.0
2020-03-22 23:00:00,82.0,89.0,10.0,1.0,74.0,50.0,6.0,8.0,65.0,29.0,6.0
2020-03-23 00:00:00,81.0,89.0,10.0,1.0,74.0,50.0,5.0,8.0,65.0,29.0,6.0
2020-03-23 01:00:00,81.0,89.0,10.0,0.0,75.0,50.0,4.0,8.0,65.0,29.0,6.0
2020-03-23 02:00:00,81.0,89.0,10.0,0.0,74.0,50.0,4.0,8.0,65.0,29.0,5.0
2020-03-23 03:00:00,81.0,89.0,10.0,0.0,74.0,50.0,4.0,8.0,65.0,29.0,5.0
2020-03-23 04:00:00,81.0,89.0,10.0,0.0,73.0,50.0,4.0,8.0,65.0,29.0,5.0
2020-03-23 05:00:00,79.0,89.0,10.0,0.0,73.0,50.0,4.0,8.0,65.0,30.0,5.0
2020-03-23 06:00:00,82.0,92.0,10.0,0.0,74.0,50.0,3.0,8.0,66.0,32.0,5.0
2020-03-23 07:00:00,96.0,123.0,10.0,4.0,74.0,50.0,4.0,8.0,62.0,47.0,7.0
2020-03-23 08:00:00,160.0,210.0,18.0,31.0,86.0,65.0,15.0,20.0,72.0,89.0,14.0
2020-03-23 09:00:00,199.0,235.0,26.0,50.0,103.0,84.0,38.0,28.0,75.0,113.0,31.0
2020-03-23 10:00:00,223.0,232.0,28.0,63.0,106.0,96.0,34.0,26.0,73.0,132.0,30.0
2020-03-23 11:00:00,233.0,229.0,29.0,52.0,97.0,97.0,24.0,20.0,77.0,138.0,30.0
2020-03-23 12:00:00,224.0,218.0,29.0,55.0,94.0,89.0,13.0,18.0,70.0,131.0,26.0
2020-03-23 13:00:00,219.0,383.0,30.0,50.0,86.0,86.0,12.0,19.0,63.0,113.0,21.0
2020-03-23 14:00:00,216.0,376.0,28.0,42.0,81.0,89.0,14.0,13.0,67.0,113.0,23.0
2020-03-23 15:00:00,200.0,362.0,28.0,38.0,69.0,93.0,24.0,23.0,66.0,116.0,21.0
2020-03-23 16:00:00,204.0,345.0,27.0,30.0,69.0,95.0,16.0,24.0,73.0,104.0,25.0
2020-03-23 17:00:00,164.0,316.0,22.0,16.0,68.0,80.0,12.0,13.0,68.0,91.0,15.0
2020-03-23 18:00:00,129.0,283.0,14.0,1.0,57.0,70.0,1.0,11.0,65.0,64.0,8.0
2020-03-23 19:00:00,108.0,270.0,13.0,2.0,67.0,60.0,2.0,7.0,60.0,51.0,8.0
2020-03-23 20:00:00,93.0,262.0,12.0,2.0,73.0,54.0,3.0,7.0,61.0,43.0,5.0
2020-03-23 21:00:00,93.0,261.0,12.0,2.0,75.0,51.0,4.0,5.0,62.0,42.0,5.0
2020-03-23 22:00:00,94.0,259.0,12.0,1.0,75.0,51.0,4.0,5.0,61.0,42.0,4.0
2020-03-23 23:00:00,92.0,256.0,12.0,1.0,76.0,51.0,4.0,5.0,62.0,42.0,4.0
2020-03-24 00:00:00,92.0,256.0,12.0,0.0,77.0,51.0,4.0,5.0,63.0,42.0,4.0
2020-03-24 01:00:00,92.0,256.0,12.0,0.0,78.0,51.0,4.0,5.0,63.0,42.0,4.0
2020-03-24 02:00:00,92.0,256.0,12.0,0.0,78.0,51.0,4.0,5.0,62.0,42.0,4.0
2020-03-24 03:00:00,92.0,256.0,12.0,0.0,78.0,51.0,4.0,5.0,62.0,42.0,4.0
2020-03-24 04:00:00,92.0,256.0,12.0,0.0,78.0,51.0,4.0,5.0,62.0,42.0,4.0
2020-03-24 05:00:00,92.0,256.0,12.0,0.0,78.0,51.0,4.0,5.0,62.0,43.0,4.0
2020-03-24 06:00:00,93.0,260.0,12.0,0.0,78.0,51.0,4.0,5.0,61.0,46.0,5.0
2020-03-24 07:00:00,73.0,290.0,13.0,33.0,79.0,53.0,6.0,4.0,54.0,59.0,4.0
2020-03-24 08:00:00,146.0,363.0,22.0,64.0,91.0,70.0,18.0,13.0,55.0,102.0,15.0
2020-03-24 09:00:00,185.0,388.0,25.0,86.0,100.0,95.0,27.0,25.0,64.0,129.0,26.0
2020-03-24 10:00:00,191.0,402.0,28.0,87.0,98.0,103.0,34.0,20.0,70.0,130.0,27.0
2020-03-24 11:00:00,186.0,402.0,27.0,89.0,98.0,106.0,35.0,16.0,70.0,130.0,26.0
2020-03-24 12:00:00,191.0,398.0,26.0,91.0,96.0,98.0,23.0,17.0,68.0,126.0,25.0
2020-03-24 13:00:00,174.0,386.0,26.0,80.0,92.0,87.0,15.0,14.0,62.0,116.0,21.0
2020-03-24 14:00:00,161.0,376.0,25.0,74.0,87.0,90.0,17.0,11.0,63.0,110.0,22.0
2020-03-24 15:00:00,163.0,369.0,25.0,71.0,80.0,98.0,16.0,20.0,60.0,110.0,29.0
2020-03-24 16:00:00,140.0,355.0,25.0,66.0,78.0,92.0,24.0,14.0,66.0,92.0,25.0
2020-03-24 17:00:00,120.0,319.0,20.0,52.0,73.0,77.0,13.0,7.0,56.0,70.0,21.0
2020-03-24 18:00:00,96.0,281.0,16.0,38.0,63.0,68.0,10.0,9.0,59.0,56.0,14.0
2020-03-24 19:00:00,61.0,269.0,14.0,20.0,63.0,60.0,7.0,8.0,58.0,40.0,11.0
2020-03-24 20:00:00,55.0,268.0,14.0,17.0,71.0,54.0,7.0,4.0,55.0,39.0,6.0
2020-03-24 21:00:00,55.0,264.0,14.0,14.0,77.0,53.0,11.0,3.0,55.0,40.0,4.0
2020-03-24 22:00:00,57.0,260.0,14.0,14.0,78.0,53.0,11.0,2.0,57.0,40.0,4.0
2020-03-24 23:00:00,57.0,260.0,14.0,13.0,78.0,53.0,9.0,2.0,55.0,40.0,4.0
2020-03-25 00:00:00,55.0,260.0,14.0,15.0,77.0,53.0,9.0,2.0,55.0,40.0,4.0
2020-03-25 01:00:00,55.0,260.0,14.0,13.0,77.0,53.0,9.0,2.0,55.0,40.0,4.0
2020-03-25 02:00:00,55.0,260.0,14.0,13.0,77.0,53.0,9.0,2.0,56.0,40.0,4.0
2020-03-25 03:00:00,55.0,260.0,14.0,13.0,77.0,53.0,9.0,2.0,56.0,40.0,3.0
2020-03-25 04:00:00,55.0,260.0,14.0,13.0,77.0,53.0,9.0,2.0,55.0,40.0,3.0
2020-03-25 05:00:00,53.0,260.0,14.0,13.0,77.0,53.0,10.0,2.0,55.0,40.0,3.0
2020-03-25 06:00:00,54.0,263.0,14.0,13.0,78.0,53.0,9.0,2.0,54.0,44.0,3.0
2020-03-25 07:00:00,66.0,288.0,15.0,19.0,80.0,55.0,11.0,2.0,54.0,61.0,3.0
2020-03-25 08:00:00,139.0,343.0,24.0,46.0,84.0,83.0,25.0,12.0,60.0,103.0,15.0
2020-03-25 09:00:00,172.0,369.0,28.0,69.0,95.0,96.0,36.0,23.0,64.0,120.0,25.0
2020-03-25 10:00:00,184.0,376.0,28.0,75.0,102.0,114.0,43.0,23.0,65.0,145.0,38.0
2020-03-25 11:00:00,189.0,378.0,27.0,79.0,99.0,110.0,33.0,26.0,62.0,146.0,41.0
2020-03-25 12:00:00,181.0,371.0,27.0,73.0,96.0,97.0,22.0,20.0,61.0,140.0,35.0
2020-03-25 13:00:00,164.0,357.0,26.0,55.0,92.0,98.0,15.0,16.0,53.0,128.0,21.0
2020-03-25 14:00:00,143.0,339.0,24.0,51.0,93.0,90.0,16.0,15.0,54.0,114.0,21.0
2020-03-25 15:00:00,129.0,329.0,22.0,49.0,80.0,88.0,10.0,11.0,54.0,99.0,18.0
2020-03-25 16:00:00,121.0,328.0,21.0,44.0,75.0,94.0,9.0,13.0,57.0,92.0,15.0
2020-03-25 17:00:00,88.0,299.0,17.0,35.0,67.0,84.0,6.0,5.0,59.0,76.0,12.0
2020-03-25 18:00:00,76.0,278.0,13.0,10.0,59.0,74.0,9.0,9.0,58.0,65.0,7.0
2020-03-25 19:00:00,62.0,270.0,13.0,6.0,67.0,63.0,9.0,6.0,58.0,59.0,7.0
2020-03-25 20:00:00,53.0,265.0,14.0,5.0,66.0,57.0,8.0,3.0,58.0,57.0,5.0
2020-03-25 21:00:00,58.0,262.0,14.0,4.0,71.0,57.0,8.0,1.0,58.0,55.0,2.0
2020-03-25 22:00:00,56.0,259.0,14.0,4.0,68.0,57.0,6.0,0.0,62.0,55.0,2.0
2020-03-25 23:00:00,56.0,259.0,14.0,4.0,66.0,57.0,6.0,0.0,62.0,55.0,2.0
2020-03-26 00:00:00,54.0,259.0,14.0,3.0,67.0,57.0,6.0,0.0,62.0,55.0,2.0
2020-03-26 01:00:00,53.0,259.0,14.0,2.0,68.0,57.0,6.0,0.0,62.0,55.0,2.0
2020-03-26 02:00:00,54.0,259.0,14.0,2.0,71.0,57.0,6.0,0.0,62.0,55.0,2.0
2020-03-26 03:00:00,54.0,259.0,14.0,2.0,71.0,57.0,6.0,0.0,62.0,55.0,2.0
2020-03-26 04:00:00,54.0,259.0,14.0,2.0,71.0,57.0,6.0,0.0,62.0,55.0,2.0
2020-03-26 05:00:00,53.0,259.0,14.0,2.0,70.0,57.0,6.0,0.0,63.0,56.0,2.0
2020-03-26 06:00:00,55.0,261.0,14.0,3.0,71.0,57.0,5.0,2.0,60.0,58.0,2.0
2020-03-26 07:00:00,67.0,285.0,14.0,4.0,73.0,59.0,5.0,0.0,58.0,71.0,2.0
2020-03-26 08:00:00,138.0,350.0,22.0,29.0,81.0,75.0,15.0,7.0,61.0,110.0,13.0
2020-03-26 09:00:00,163.0,376.0,26.0,59.0,93.0,95.0,22.0,14.0,65.0,133.0,27.0
2020-03-26 10:00:00,178.0,384.0,26.0,62.0,93.0,103.0,26.0,23.0,67.0,142.0,30.0
2020-03-26 11:00:00,178.0,390.0,27.0,67.0,89.0,106.0,38.0,18.0,73.0,142.0,24.0
2020-03-26 12:00:00,181.0,387.0,26.0,57.0,90.0,93.0,16.0,13.0,67.0,130.0,21.0
2020-03-26 13:00:00,162.0,373.0,27.0,53.0,84.0,94.0,15.0,7.0,71.0,118.0,17.0
2020-03-26 14:00:00,155.0,367.0,25.0,54.0,83.0,89.0,19.0,13.0,68.0,120.0,20.0
2020-03-26 15:00:00,155.0,356.0,25.0,46.0,76.0,96.0,18.0,13.0,64.0,116.0,27.0
2020-03-26 16:00:00,149.0,350.0,23.0,38.0,68.0,100.0,25.0,12.0,68.0,106.0,26.0
2020-03-26 17:00:00,120.0,321.0,21.0,30.0,63.0,92.0,16.0,7.0,60.0,90.0,21.0
2020-03-26 18:00:00,91.0,287.0,14.0,16.0,56.0,80.0,9.0,6.0,68.0,67.0,10.0
2020-03-26 19:00:00,66.0,272.0,15.0,2.0,54.0,65.0,6.0,6.0,57.0,59.0,7.0
2020-03-26 20:00:00,58.0,268.0,14.0,0.0,63.0,60.0,7.0,5.0,56.0,58.0,3.0
2020-03-26 21:00:00,54.0,267.0,14.0,0.0,70.0,59.0,5.0,3.0,58.0,55.0,2.0
2020-03-26 22:00:00,52.0,263.0,13.0,0.0,67.0,59.0,4.0,3.0,61.0,56.0,2.0
2020-03-26 23:00:00,51.0,263.0,13.0,0.0,67.0,59.0,3.0,2.0,61.0,55.0,2.0
2020-03-27 00:00:00,51.0,262.0,13.0,0.0,67.0,59.0,3.0,2.0,61.0,55.0,2.0
2020-03-27 01:00:00,51.0,262.0,13.0,0.0,65.0,59.0,3.0,2.0,60.0,55.0,2.0
2020-03-27 02:00:00,51.0,262.0,13.0,0.0,65.0,59.0,3.0,2.0,60.0,55.0,2.0
2020-03-27 03:00:00,51.0,262.0,13.0,0.0,65.0,59.0,3.0,2.0,60.0,55.0,2.0
2020-03-27 04:00:00,51.0,262.0,13.0,0.0,65.0,59.0,3.0,2.0,60.0,55.0,2.0
2020-03-27 05:00:00,50.0,262.0,13.0,1.0,65.0,59.0,4.0,2.0,60.0,55.0,2.0
2020-03-27 06:00:00,53.0,265.0,13.0,1.0,65.0,59.0,3.0,2.0,58.0,58.0,2.0
2020-03-27 07:00:00,63.0,286.0,13.0,10.0,65.0,63.0,5.0,2.0,57.0,67.0,2.0
2020-03-27 08:00:00,119.0,345.0,19.0,35.0,74.0,74.0,19.0,5.0,63.0,97.0,9.0
2020-03-27 09:00:00,161.0,368.0,22.0,53.0,81.0,87.0,19.0,14.0,66.0,102.0,24.0
2020-03-27 10:00:00,174.0,376.0,22.0,62.0,83.0,97.0,28.0,29.0,69.0,122.0,28.0
2020-03-27 11:00:00,185.0,373.0,22.0,55.0,84.0,105.0,39.0,20.0,63.0,111.0,33.0
2020-03-27 12:00:00,173.0,368.0,22.0,58.0,79.0,99.0,17.0,13.0,64.0,108.0,29.0
2020-03-27 13:00:00,150.0,359.0,23.0,51.0,76.0,89.0,15.0,10.0,58.0,92.0,23.0
2020-03-27 14:00:00,133.0,347.0,24.0,40.0,70.0,73.0,15.0,8.0,57.0,72.0,19.0
2020-03-27 15:00:00,124.0,326.0,20.0,40.0,62.0,78.0,8.0,7.0,62.0,64.0,16.0
2020-03-27 16:00:00,110.0,312.0,17.0,29.0,53.0,68.0,4.0,5.0,64.0,54.0,17.0
2020-03-27 17:00:00,85.0,298.0,16.0,12.0,49.0,59.0,7.0,5.0,62.0,49.0,8.0
2020-03-27 18:00:00,69.0,284.0,15.0,4.0,44.0,58.0,1.0,2.0,55.0,40.0,6.0
2020-03-27 19:00:00,62.0,276.0,13.0,3.0,43.0,54.0,1.0,2.0,58.0,36.0,4.0
2020-03-27 20:00:00,61.0,272.0,13.0,2.0,46.0,47.0,1.0,1.0,56.0,35.0,2.0
2020-03-27 21:00:00,60.0,269.0,13.0,3.0,55.0,47.0,3.0,3.0,59.0,34.0,2.0
2020-03-27 22:00:00,58.0,263.0,12.0,3.0,54.0,48.0,3.0,3.0,58.0,35.0,2.0
2020-03-27 23:00:00,56.0,263.0,12.0,3.0,54.0,48.0,3.0,3.0,58.0,35.0,2.0
2020-03-28 00:00:00,56.0,263.0,12.0,4.0,53.0,47.0,3.0,3.0,59.0,35.0,2.0
2020-03-28 01:00:00,56.0,263.0,12.0,3.0,54.0,47.0,3.0,3.0,59.0,35.0,2.0
2020-03-28 02:00:00,56.0,263.0,12.0,3.0,54.0,47.0,3.0,4.0,59.0,35.0,2.0
2020-03-28 03:00:00,56.0,263.0,12.0,3.0,55.0,47.0,3.0,3.0,59.0,35.0,2.0
2020-03-28 04:00:00,56.0,263.0,12.0,3.0,55.0,47.0,3.0,3.0,61.0,35.0,2.0
2020-03-28 05:00:00,55.0,263.0,12.0,3.0,55.0,47.0,3.0,3.0,59.0,35.0,2.0
2020-03-28 06:00:00,56.0,265.0,12.0,2.0,58.0,47.0,3.0,5.0,60.0,36.0,2.0
2020-03-28 07:00:00,55.0,265.0,12.0,6.0,59.0,49.0,4.0,4.0,60.0,36.0,7.0
2020-03-28 08:00:00,55.0,263.0,12.0,5.0,61.0,54.0,5.0,4.0,59.0,35.0,13.0
2020-03-28 09:00:00,58.0,266.0,11.0,7.0,61.0,58.0,9.0,6.0,63.0,40.0,17.0
2020-03-28 10:00:00,57.0,269.0,11.0,28.0,57.0,71.0,11.0,8.0,70.0,41.0,21.0
2020-03-28 11:00:00,57.0,269.0,12.0,23.0,60.0,70.0,12.0,12.0,67.0,40.0,31.0
2020-03-28 12:00:00,54.0,267.0,11.0,24.0,57.0,59.0,8.0,8.0,59.0,43.0,26.0
2020-03-28 13:00:00,51.0,266.0,13.0,16.0,43.0,58.0,8.0,2.0,62.0,42.0,9.0
2020-03-28 14:00:00,52.0,263.0,13.0,11.0,43.0,57.0,8.0,7.0,60.0,40.0,4.0
2020-03-28 15:00:00,47.0,261.0,13.0,12.0,35.0,58.0,3.0,7.0,63.0,37.0,3.0
2020-03-28 16:00:00,48.0,260.0,13.0,6.0,36.0,52.0,4.0,8.0,63.0,37.0,3.0
2020-03-28 17:00:00,44.0,259.0,13.0,14.0,41.0,48.0,5.0,7.0,61.0,35.0,4.0
2020-03-28 18:00:00,53.0,260.0,14.0,7.0,48.0,48.0,2.0,7.0,56.0,36.0,3.0
2020-03-28 19:00:00,47.0,261.0,15.0,3.0,55.0,49.0,3.0,6.0,55.0,32.0,3.0
2020-03-28 20:00:00,46.0,260.0,15.0,2.0,58.0,47.0,2.0,5.0,55.0,32.0,3.0
2020-03-28 21:00:00,46.0,257.0,14.0,6.0,57.0,47.0,7.0,4.0,56.0,32.0,3.0
2020-03-28 22:00:00,49.0,256.0,14.0,2.0,62.0,47.0,8.0,5.0,57.0,32.0,3.0
2020-03-28 23:00:00,49.0,255.0,14.0,3.0,64.0,47.0,7.0,6.0,57.0,32.0,2.0
2020-03-29 00:00:00,49.0,255.0,14.0,2.0,62.0,47.0,6.0,6.0,56.0,32.0,2.0
2020-03-29 01:00:00,49.0,255.0,14.0,0.0,63.0,47.0,7.0,6.0,59.0,32.0,2.0
2020-03-29 02:00:00,,,,,,,,,,,
2020-03-29 03:00:00,49.0,255.0,14.0,0.0,62.0,47.0,7.0,6.0,59.0,32.0,2.0
2020-03-29 04:00:00,49.0,255.0,14.0,0.0,60.0,47.0,6.0,6.0,59.0,32.0,2.0
2020-03-29 05:00:00,49.0,255.0,14.0,0.0,60.0,47.0,6.0,6.0,58.0,32.0,2.0
2020-03-29 06:00:00,49.0,257.0,15.0,0.0,60.0,47.0,6.0,6.0,58.0,32.0,2.0
2020-03-29 07:00:00,49.0,258.0,15.0,0.0,60.0,47.0,6.0,6.0,58.0,32.0,2.0
2020-03-29 08:00:00,49.0,258.0,15.0,0.0,60.0,47.0,6.0,6.0,58.0,32.0,2.0
2020-03-29 09:00:00,49.0,259.0,15.0,0.0,61.0,47.0,5.0,6.0,58.0,32.0,2.0
2020-03-29 10:00:00,49.0,259.0,15.0,1.0,64.0,47.0,8.0,7.0,60.0,32.0,2.0
2020-03-29 11:00:00,47.0,257.0,15.0,7.0,66.0,47.0,10.0,7.0,64.0,32.0,2.0
2020-03-29 12:00:00,45.0,257.0,16.0,9.0,65.0,48.0,11.0,8.0,66.0,32.0,2.0
2020-03-29 13:00:00,44.0,258.0,16.0,6.0,58.0,49.0,11.0,11.0,63.0,33.0,2.0
2020-03-29 14:00:00,42.0,259.0,16.0,4.0,61.0,47.0,15.0,10.0,64.0,32.0,2.0
2020-03-29 15:00:00,43.0,255.0,15.0,1.0,61.0,47.0,16.0,10.0,62.0,32.0,2.0
2020-03-29 16:00:00,45.0,256.0,15.0,2.0,61.0,48.0,15.0,10.0,59.0,33.0,2.0
2020-03-29 17:00:00,45.0,259.0,15.0,5.0,57.0,48.0,13.0,9.0,61.0,34.0,2.0
2020-03-29 18:00:00,46.0,258.0,15.0,5.0,59.0,51.0,11.0,12.0,58.0,33.0,2.0
2020-03-29 19:00:00,47.0,258.0,15.0,2.0,52.0,49.0,8.0,9.0,59.0,33.0,2.0
2020-03-29 20:00:00,46.0,258.0,16.0,5.0,57.0,48.0,6.0,9.0,62.0,33.0,2.0
2020-03-29 21:00:00,49.0,257.0,16.0,1.0,60.0,47.0,7.0,9.0,61.0,33.0,2.0
2020-03-29 22:00:00,49.0,257.0,16.0,1.0,61.0,47.0,8.0,9.0,60.0,33.0,2.0
2020-03-29 23:00:00,49.0,256.0,16.0,0.0,62.0,47.0,9.0,9.0,59.0,33.0,2.0
2020-03-30 00:00:00,50.0,256.0,16.0,0.0,63.0,47.0,9.0,9.0,59.0,33.0,2.0
2020-03-30 01:00:00,50.0,256.0,16.0,0.0,61.0,47.0,8.0,9.0,59.0,33.0,2.0
2020-03-30 02:00:00,50.0,256.0,16.0,0.0,60.0,47.0,8.0,9.0,59.0,33.0,2.0
2020-03-30 03:00:00,50.0,256.0,16.0,0.0,60.0,47.0,8.0,9.0,59.0,33.0,2.0
2020-03-30 04:00:00,50.0,256.0,16.0,0.0,60.0,47.0,8.0,9.0,59.0,33.0,2.0
2020-03-30 05:00:00,50.0,255.0,16.0,0.0,60.0,47.0,7.0,9.0,59.0,34.0,2.0
