		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Wind	Heat	THW			Heat	Cool	In 	In	In 	In 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Chill	Index	Index	Bar  	Rain	D-D 	D-D 	Temp	Hum	Dew	Heat	Int.
25.01.20	1:01	-0.7	-0.7	-0.8	95	-1.4	0.0	WSW	0.00	0.9	-0.7	-0.8	-0.8	1022.5	0.00	0.397	0.000	14.3	32	-2.2	12.5	30
25.01.20	1:31	-0.8	-0.7	-0.9	95	-1.5	0.4	WSW	0.80	1.3	-0.8	-0.9	-0.9	1022.4	0.00	0.399	0.000	14.3	33	-1.8	12.6	30
25.01.20	2:01	-1.0	-0.9	-1.1	95	-1.7	0.4	SSW	0.80	1.8	-1.0	-1.1	-1.1	1022.4	0.00	0.403	0.000	14.3	33	-1.8	12.6	30
25.01.20	2:31	-1.2	-1.1	-1.2	95	-1.9	0.4	SSW	0.80	1.8	-1.2	-1.2	-1.2	1022.3	0.00	0.406	0.000	14.2	33	-1.8	12.5	30
25.01.20	3:00	-1.0	-0.9	-1.1	96	-1.6	0.4	SW	0.80	1.8	-1.0	-1.1	-1.1	1022.3	0.00	0.403	0.000	14.2	33	-1.8	12.5	30
25.01.20	3:31	-1.2	-1.1	-1.3	96	-1.7	0.4	WSW	0.80	1.8	-1.2	-1.2	-1.2	1022.1	0.00	0.406	0.000	14.2	33	-1.8	12.5	30
25.01.20	4:00	-1.2	-1.2	-1.3	96	-1.8	0.0	SSW	0.00	1.3	-1.2	-1.3	-1.3	1022.0	0.00	0.407	0.000	14.2	33	-1.8	12.5	30
25.01.20	4:31	-1.3	-1.2	-1.4	96	-1.9	0.4	SSW	0.80	1.8	-1.3	-1.4	-1.4	1021.9	0.00	0.410	0.000	14.2	33	-1.8	12.5	30
25.01.20	5:00	-1.2	-1.2	-1.3	97	-1.6	0.0	WNW	0.00	2.2	-1.2	-1.3	-1.3	1021.9	0.00	0.407	0.000	14.2	33	-1.8	12.5	30
25.01.20	5:30	-1.3	-1.2	-1.4	97	-1.7	0.4	SW	0.80	1.8	-1.3	-1.4	-1.4	1021.8	0.00	0.410	0.000	14.2	33	-1.8	12.5	30
25.01.20	6:01	-1.4	-1.3	-1.6	97	-1.9	0.4	SW	0.80	1.8	-1.4	-1.5	-1.5	1021.9	0.00	0.412	0.000	14.2	33	-1.8	12.5	30
25.01.20	6:31	-1.5	-1.4	-1.6	97	-1.9	0.4	W	0.80	2.2	-1.5	-1.6	-1.6	1022.1	0.00	0.413	0.000	14.2	33	-1.8	12.5	30
25.01.20	7:01	-1.6	-1.4	-1.7	97	-2.0	0.0	W	0.00	1.3	-1.6	-1.6	-1.6	1022.2	0.00	0.414	0.000	14.2	33	-1.8	12.5	30
25.01.20	7:31	-1.8	-1.7	-1.9	97	-2.2	0.0	W	0.00	2.2	-1.8	-1.8	-1.8	1022.4	0.00	0.419	0.000	14.2	33	-1.8	12.5	30
25.01.20	8:01	-1.6	-1.5	-1.9	97	-2.0	0.0	---	0.00	0.0	-1.6	-1.7	-1.7	1022.4	0.00	0.416	0.000	14.2	33	-1.9	12.4	30
25.01.20	8:30	-1.7	-1.6	-1.8	97	-2.1	0.0	W	0.00	1.3	-1.7	-1.8	-1.8	1022.7	0.00	0.418	0.000	14.2	33	-1.9	12.4	30
25.01.20	9:01	-1.8	-1.6	-1.9	96	-2.3	0.0	---	0.00	0.0	-1.8	-1.8	-1.8	1022.8	0.00	0.419	0.000	14.2	33	-1.9	12.4	30
25.01.20	9:30	-1.7	-1.6	-1.9	96	-2.2	0.4	S	0.80	1.8	-1.7	-1.7	-1.7	1022.9	0.00	0.417	0.000	14.2	33	-1.9	12.4	30
25.01.20	10:01	-1.8	-1.7	-1.9	96	-2.4	0.0	SSW	0.00	1.3	-1.8	-1.9	-1.9	1022.8	0.00	0.420	0.000	14.2	33	-1.9	12.4	30
25.01.20	10:31	-1.6	-1.4	-1.7	96	-2.2	0.0	---	0.00	0.0	-1.6	-1.7	-1.7	1022.8	0.00	0.416	0.000	14.2	33	-1.9	12.4	30
25.01.20	11:00	-1.6	-1.4	-1.6	96	-2.1	0.0	ESE	0.00	2.2	-1.6	-1.6	-1.6	1023.1	0.00	0.414	0.000	14.2	33	-1.9	12.4	30
25.01.20	11:31	-1.7	-1.6	-1.8	95	-2.4	0.4	SE	0.80	2.2	-1.7	-1.8	-1.8	1022.8	0.00	0.418	0.000	14.2	33	-1.9	12.4	30
25.01.20	12:00	-1.4	-1.0	-1.8	95	-2.1	0.0	SE	0.00	0.4	-1.4	-1.4	-1.4	1022.7	0.00	0.411	0.000	14.2	33	-1.9	12.4	30
25.01.20	12:31	-1.0	-0.9	-1.1	94	-1.8	0.0	SSE	0.00	1.3	-1.0	-1.1	-1.1	1022.4	0.00	0.403	0.000	14.1	33	-1.9	12.4	30
25.01.20	13:01	-1.0	-0.9	-1.2	93	-2.0	0.0	SSE	0.00	1.3	-1.0	-1.1	-1.1	1022.2	0.00	0.403	0.000	14.1	33	-1.9	12.4	30
25.01.20	13:30	-1.0	-0.9	-1.2	92	-2.1	0.4	SSE	0.80	2.2	-1.0	-1.1	-1.1	1022.0	0.00	0.403	0.000	14.2	33	-1.9	12.4	30
25.01.20	14:01	-1.2	-1.0	-1.3	92	-2.3	0.4	ESE	0.80	2.2	-1.2	-1.3	-1.3	1021.7	0.00	0.406	0.000	14.2	33	-1.9	12.4	30
25.01.20	14:30	-0.7	-0.6	-1.0	91	-2.0	0.0	SSW	0.00	1.8	-0.7	-0.8	-0.8	1021.4	0.00	0.397	0.000	14.1	33	-1.9	12.4	30
25.01.20	15:01	-0.5	-0.3	-0.7	90	-1.9	0.0	SE	0.00	1.3	-0.5	-0.6	-0.6	1021.2	0.00	0.392	0.000	14.1	33	-1.9	12.4	30
25.01.20	15:31	-0.4	-0.4	-0.6	90	-1.9	0.4	SE	0.80	1.8	-0.4	-0.6	-0.6	1021.1	0.00	0.391	0.000	14.1	33	-2.0	12.4	30
25.01.20	16:01	-0.5	-0.3	-0.6	90	-1.9	0.4	SE	0.80	1.8	-0.5	-0.6	-0.6	1021.1	0.00	0.392	0.000	14.1	33	-2.0	12.4	30
25.01.20	16:31	-0.3	-0.3	-0.4	90	-1.8	0.0	SE	0.00	0.9	-0.3	-0.4	-0.4	1020.7	0.00	0.389	0.000	14.1	33	-2.0	12.4	30
25.01.20	17:00	-0.4	-0.3	-0.6	90	-1.9	0.0	SE	0.00	0.9	-0.4	-0.6	-0.6	1020.7	0.00	0.391	0.000	14.1	33	-2.0	12.4	30
25.01.20	17:31	-0.6	-0.6	-0.7	91	-1.9	0.0	SE	0.00	1.3	-0.6	-0.7	-0.7	1020.7	0.00	0.395	0.000	14.1	33	-2.0	12.4	30
25.01.20	18:01	-0.6	-0.4	-0.8	91	-1.9	0.0	ESE	0.00	2.7	-0.6	-0.7	-0.7	1020.7	0.00	0.395	0.000	14.1	33	-2.0	12.4	30
25.01.20	18:31	-0.6	-0.6	-0.7	91	-1.9	0.4	ESE	0.80	2.2	-0.6	-0.7	-0.7	1020.9	0.00	0.395	0.000	14.1	33	-2.0	12.4	30
25.01.20	19:01	-0.8	-0.7	-0.9	92	-2.0	0.9	ESE	1.61	2.7	-1.5	-0.9	-1.6	1020.9	0.00	0.399	0.000	14.1	33	-2.0	12.4	30
25.01.20	19:31	-0.8	-0.6	-0.9	93	-1.8	0.9	ESE	1.61	3.1	-1.4	-0.8	-1.5	1020.9	0.00	0.398	0.000	14.1	33	-2.0	12.4	30
25.01.20	20:01	-0.7	-0.7	-0.8	93	-1.7	1.3	ESE	2.41	4.0	-2.3	-0.8	-2.4	1021.0	0.00	0.397	0.000	14.1	33	-2.0	12.4	30
25.01.20	20:31	-0.6	-0.6	-0.7	94	-1.5	1.3	SE	2.41	3.6	-2.2	-0.7	-2.2	1021.0	0.00	0.395	0.000	14.1	33	-2.0	12.4	30
25.01.20	21:00	-0.5	-0.4	-0.6	95	-1.2	1.3	SE	2.41	4.5	-2.1	-0.6	-2.1	1020.8	0.00	0.392	0.000	14.1	33	-2.0	12.4	30
25.01.20	21:31	-0.3	-0.2	-0.4	96	-0.8	1.3	SE	2.41	2.7	-1.8	-0.3	-1.8	1020.7	0.00	0.388	0.000	14.1	33	-2.0	12.4	30
25.01.20	22:01	-0.2	-0.1	-0.3	96	-0.7	0.9	ESE	1.61	3.1	-0.8	-0.2	-0.8	1020.6	0.00	0.385	0.000	14.1	33	-2.0	12.4	30
25.01.20	22:31	-0.3	-0.2	-0.3	97	-0.7	1.3	ESE	2.41	3.1	-1.8	-0.3	-1.8	1020.5	0.00	0.388	0.000	14.1	33	-2.0	12.4	30
25.01.20	23:01	-0.2	-0.2	-0.3	97	-0.6	1.3	ESE	2.41	3.6	-1.7	-0.2	-1.7	1020.3	0.00	0.387	0.000	14.1	33	-2.0	12.4	30
25.01.20	23:31	-0.3	-0.2	-0.6	97	-0.8	1.3	ESE	2.41	4.9	-1.9	-0.3	-1.9	1020.2	0.00	0.389	0.000	14.1	33	-2.0	12.4	30
26.01.20	0:01	-0.7	-0.6	-0.7	97	-1.1	1.8	SE	3.22	3.1	-2.9	-0.7	-3.0	1020.2	0.00	0.396	0.000	14.1	33	-2.0	12.4	30
26.01.20	0:31	-0.8	-0.7	-1.0	97	-1.2	1.3	ESE	2.41	3.6	-2.4	-0.9	-2.5	1019.8	0.00	0.399	0.000	14.1	33	-2.0	12.4	30
26.01.20	1:01	-1.0	-0.8	-1.2	97	-1.4	1.3	ESE	2.41	4.0	-2.6	-1.1	-2.7	1019.5	0.00	0.403	0.000	14.1	33	-2.0	12.4	30
26.01.20	1:30	-1.3	-1.2	-1.4	98	-1.6	1.3	E	2.41	3.1	-2.9	-1.3	-2.9	1019.3	0.00	0.409	0.000	14.0	33	-2.0	12.3	30
26.01.20	2:01	-1.4	-1.4	-1.5	98	-1.7	1.3	E	2.41	2.7	-3.1	-1.4	-3.1	1019.1	0.00	0.412	0.000	14.0	33	-2.0	12.3	30
26.01.20	2:30	-1.3	-1.2	-1.4	98	-1.6	0.9	E	1.61	2.7	-2.0	-1.3	-2.0	1019.2	0.00	0.409	0.000	14.0	33	-2.0	12.3	30
26.01.20	3:01	-1.1	-1.1	-1.2	98	-1.4	0.9	E	1.61	3.1	-1.8	-1.1	-1.8	1019.1	0.00	0.405	0.000	14.0	33	-2.0	12.3	30
26.01.20	3:30	-1.0	-0.9	-1.1	97	-1.4	0.9	E	1.61	2.2	-1.7	-1.1	-1.7	1018.8	0.00	0.403	0.000	14.0	33	-2.0	12.3	30
26.01.20	4:01	-0.9	-0.9	-1.0	97	-1.4	1.8	E	3.22	3.1	-3.3	-1.0	-3.3	1018.5	0.00	0.402	0.000	14.0	33	-2.0	12.3	30
26.01.20	4:30	-0.8	-0.6	-0.9	97	-1.2	2.2	E	4.02	3.6	-3.7	-0.8	-3.7	1018.4	0.00	0.398	0.000	14.0	33	-2.0	12.3	30
26.01.20	5:01	-0.4	-0.2	-0.6	97	-0.9	1.8	ESE	3.22	3.6	-2.7	-0.5	-2.7	1018.3	0.00	0.391	0.000	14.0	33	-2.0	12.3	30
26.01.20	5:30	-0.2	-0.2	-0.3	96	-0.8	2.2	ESE	4.02	4.9	-3.0	-0.3	-3.1	1018.2	0.00	0.387	0.000	13.9	33	-2.1	12.3	30
26.01.20	6:01	-0.2	-0.1	-0.3	95	-0.9	2.2	ESE	4.02	4.0	-2.9	-0.2	-3.0	1018.1	0.00	0.385	0.000	13.9	33	-2.1	12.3	30
26.01.20	6:30	-0.1	0.1	-0.1	95	-0.8	2.2	ESE	4.02	4.0	-2.8	-0.1	-2.8	1017.9	0.00	0.383	0.000	13.9	33	-2.1	12.3	30
26.01.20	7:01	0.2	0.2	0.1	94	-0.7	2.2	ESE	4.02	4.5	-2.6	0.1	-2.6	1017.9	0.00	0.378	0.000	13.9	33	-2.1	12.3	30
26.01.20	7:30	0.1	0.2	0.1	93	-0.9	2.7	ESE	4.83	5.4	-3.1	0.1	-3.1	1017.8	0.00	0.380	0.000	13.9	33	-2.1	12.2	30
26.01.20	8:01	0.1	0.2	-0.2	92	-1.1	2.7	ESE	4.83	5.4	-3.2	0.0	-3.2	1017.6	0.00	0.381	0.000	13.9	33	-2.1	12.2	30
26.01.20	8:30	-0.2	0.0	-0.3	93	-1.2	3.1	ESE	5.63	5.8	-3.9	-0.3	-3.9	1017.5	0.00	0.387	0.000	13.9	33	-2.1	12.2	30
26.01.20	9:01	0.2	0.3	0.0	92	-1.0	3.1	ESE	5.63	6.7	-3.4	0.1	-3.4	1017.6	0.00	0.378	0.000	13.9	33	-2.1	12.2	30
26.01.20	9:31	0.4	0.6	0.3	91	-0.9	3.6	ESE	6.44	7.2	-3.5	0.3	-3.6	1017.6	0.00	0.374	0.000	13.9	33	-2.1	12.2	30
26.01.20	10:01	0.7	0.8	0.5	91	-0.6	4.0	ESE	7.24	6.7	-3.4	0.6	-3.5	1017.4	0.00	0.367	0.000	13.9	33	-2.1	12.2	30
26.01.20	10:31	1.1	1.3	0.8	91	-0.2	4.5	ESE	8.05	7.6	-3.3	0.9	-3.4	1017.2	0.00	0.360	0.000	13.9	33	-2.1	12.2	30
26.01.20	11:01	1.5	1.8	1.3	90	0.0	4.0	ESE	7.24	8.0	-2.4	1.4	-2.5	1017.2	0.00	0.351	0.000	13.9	33	-2.1	12.2	30
26.01.20	11:31	2.0	2.2	1.8	89	0.4	3.6	ESE	6.44	7.2	-1.6	1.9	-1.6	1017.2	0.00	0.340	0.000	13.9	33	-2.1	12.2	30
26.01.20	12:00	2.3	2.6	2.2	89	0.7	4.0	ESE	7.24	7.6	-1.4	2.3	-1.5	1017.0	0.00	0.333	0.000	13.9	33	-2.1	12.2	30
26.01.20	12:31	2.8	3.1	2.6	89	1.2	3.1	ESE	5.63	6.3	-0.2	2.8	-0.3	1016.7	0.00	0.323	0.000	13.8	33	-2.2	12.2	30
26.01.20	13:00	3.3	3.7	3.1	88	1.5	3.1	ESE	5.63	7.2	0.4	3.3	0.3	1016.5	0.00	0.313	0.000	13.9	33	-2.1	12.2	30
26.01.20	13:31	4.0	4.1	3.7	87	2.0	3.6	ESE	6.44	7.2	0.9	3.9	0.8	1016.2	0.00	0.299	0.000	13.9	33	-2.1	12.2	30
26.01.20	14:00	3.4	3.7	3.3	90	2.0	4.0	ESE	7.24	7.2	-0.1	3.4	-0.1	1016.0	0.00	0.310	0.000	13.9	33	-2.1	12.2	30
26.01.20	14:31	4.1	4.3	3.7	87	2.1	3.6	ESE	6.44	8.9	1.1	4.0	0.9	1015.6	0.00	0.296	0.000	13.9	33	-2.1	12.2	30
26.01.20	15:01	4.0	4.2	3.8	88	2.2	4.5	ESE	8.05	8.0	0.4	3.9	0.3	1015.3	0.00	0.299	0.000	13.9	33	-2.1	12.2	30
26.01.20	15:30	3.9	4.1	3.8	87	1.9	4.0	ESE	7.24	8.0	0.5	3.8	0.4	1015.3	0.00	0.301	0.000	13.9	33	-2.1	12.3	30
26.01.20	16:01	4.1	4.1	3.9	87	2.1	3.1	SE	5.63	6.3	1.3	3.9	1.2	1015.3	0.00	0.297	0.000	13.9	33	-2.1	12.3	30
26.01.20	16:30	3.7	3.9	3.6	88	1.9	3.6	SE	6.44	7.2	0.6	3.7	0.5	1015.2	0.00	0.304	0.000	14.0	33	-2.0	12.3	30
26.01.20	17:01	3.4	3.6	3.2	89	1.7	3.1	SE	5.63	5.4	0.4	3.3	0.4	1015.2	0.00	0.311	0.000	13.9	33	-2.1	12.3	30
26.01.20	17:31	3.1	3.2	2.8	90	1.6	2.7	SE	4.83	5.4	0.4	3.0	0.4	1015.2	0.00	0.318	0.000	13.9	33	-2.1	12.2	30
26.01.20	18:00	2.7	2.8	2.4	91	1.3	2.7	SE	4.83	5.4	-0.1	2.6	-0.1	1015.2	0.00	0.326	0.000	13.9	34	-1.7	12.3	30
26.01.20	18:31	2.3	2.4	2.2	92	1.1	2.2	SSE	4.02	4.9	-0.1	2.2	-0.1	1015.1	0.00	0.334	0.000	13.9	34	-1.7	12.3	30
26.01.20	19:01	2.2	2.3	2.1	92	1.0	2.7	SSE	4.83	5.4	-0.6	2.1	-0.7	1015.1	0.00	0.337	0.000	13.9	34	-1.7	12.3	30
26.01.20	19:30	2.2	2.3	2.2	92	1.1	3.1	SE	5.63	5.8	-0.9	2.2	-1.0	1015.2	0.00	0.336	0.000	13.9	34	-1.7	12.3	30
26.01.20	20:01	2.3	2.4	2.2	92	1.1	3.1	SE	5.63	6.3	-0.9	2.2	-0.9	1014.9	0.00	0.334	0.000	13.9	34	-1.7	12.3	30
26.01.20	20:31	2.5	2.6	2.3	92	1.3	2.7	SE	4.83	5.8	-0.2	2.4	-0.3	1014.9	0.00	0.330	0.000	13.9	34	-1.7	12.3	30
26.01.20	21:01	2.8	3.1	2.6	91	1.5	3.1	SE	5.63	5.4	-0.3	2.7	-0.3	1014.7	0.00	0.324	0.000	13.9	34	-1.7	12.3	30
26.01.20	21:31	3.3	3.4	3.0	89	1.6	3.1	SSE	5.63	6.7	0.3	3.2	0.3	1014.7	0.00	0.314	0.000	13.9	34	-1.7	12.2	30
26.01.20	22:00	3.6	3.8	3.4	90	2.1	2.2	SSE	4.02	4.9	1.5	3.6	1.4	1014.5	0.00	0.307	0.000	13.9	34	-1.7	12.3	30
26.01.20	22:31	3.7	3.8	3.6	90	2.2	3.1	SE	5.63	6.3	0.9	3.7	0.8	1014.0	0.00	0.304	0.000	13.9	34	-1.7	12.3	30
26.01.20	23:01	3.7	3.7	3.6	90	2.2	2.7	SE	4.83	6.3	1.2	3.6	1.1	1014.1	0.00	0.306	0.000	13.9	34	-1.7	12.2	30
26.01.20	23:30	4.1	4.2	3.7	89	2.5	2.2	SE	4.02	3.6	2.1	4.1	2.1	1014.0	0.00	0.296	0.000	13.9	34	-1.7	12.2	30
27.01.20	0:01	4.4	4.6	4.2	88	2.6	2.7	SSE	4.83	4.5	2.0	4.3	1.9	1014.0	0.00	0.291	0.000	13.9	34	-1.7	12.2	30
27.01.20	0:31	4.1	4.4	3.9	88	2.3	2.7	SE	4.83	4.9	1.7	4.1	1.6	1013.8	0.00	0.296	0.000	13.9	34	-1.7	12.2	30
27.01.20	1:01	4.0	4.3	3.9	88	2.2	3.1	SE	5.63	5.4	1.2	3.9	1.2	1013.5	0.00	0.299	0.000	13.9	34	-1.7	12.2	30
27.01.20	1:31	4.4	5.1	4.2	87	2.5	2.7	SSE	4.83	7.2	2.1	4.3	2.0	1013.3	0.00	0.289	0.000	13.9	34	-1.7	12.2	30
27.01.20	2:01	5.3	5.6	5.1	86	3.2	3.6	SSE	6.44	7.2	2.5	5.2	2.4	1013.0	0.00	0.271	0.000	13.9	34	-1.7	12.2	30
27.01.20	2:31	4.5	5.2	4.2	88	2.7	3.1	SSE	5.63	5.8	1.8	4.4	1.7	1012.7	0.00	0.288	0.000	13.9	34	-1.7	12.2	30
27.01.20	3:00	4.4	4.7	4.3	88	2.6	3.1	SSE	5.63	6.3	1.7	4.4	1.7	1012.3	0.00	0.289	0.000	13.9	34	-1.7	12.2	30
27.01.20	3:31	4.9	5.2	4.7	87	3.0	3.6	SSE	6.44	7.2	2.1	4.8	1.9	1012.1	0.00	0.279	0.000	13.9	34	-1.7	12.2	30
27.01.20	4:01	5.5	5.6	5.3	85	3.2	3.6	SSE	6.44	6.3	2.7	5.4	2.6	1011.8	0.00	0.267	0.000	13.9	34	-1.7	12.2	30
27.01.20	4:30	5.2	5.7	4.3	87	3.2	3.1	SSE	5.63	6.7	2.7	5.2	2.6	1011.6	0.00	0.273	0.000	13.9	34	-1.7	12.2	30
27.01.20	5:01	4.1	4.3	3.9	89	2.5	3.1	SSE	5.63	5.8	1.3	4.1	1.3	1011.4	0.00	0.296	0.000	13.9	34	-1.7	12.2	30
27.01.20	5:31	4.6	5.1	4.1	87	2.6	3.1	SSE	5.63	5.8	1.8	4.4	1.7	1011.2	0.00	0.287	0.000	13.9	34	-1.7	12.2	30
27.01.20	6:00	5.2	5.3	5.1	85	2.9	3.1	SSE	5.63	6.7	2.6	5.1	2.5	1010.9	0.00	0.274	0.000	13.9	34	-1.7	12.2	30
27.01.20	6:31	5.4	5.7	5.3	85	3.1	3.1	SSE	5.63	6.3	2.9	5.3	2.8	1010.5	0.00	0.269	0.000	13.9	35	-1.3	12.3	30
27.01.20	7:00	5.8	6.0	5.6	83	3.2	3.1	SSE	5.63	6.3	3.4	5.7	3.3	1010.6	0.00	0.260	0.000	13.9	35	-1.3	12.3	30
27.01.20	7:31	4.8	5.6	4.6	88	3.0	3.1	SSE	5.63	6.3	2.2	4.8	2.1	1010.3	0.00	0.281	0.000	13.9	35	-1.3	12.3	30
27.01.20	8:01	4.6	4.6	4.5	91	3.2	2.7	SSE	4.83	5.4	2.2	4.5	2.2	1010.3	0.40	0.287	0.000	13.9	35	-1.3	12.3	30
27.01.20	8:30	4.5	4.6	4.4	93	3.5	2.7	SSE	4.83	4.9	2.2	4.5	2.2	1010.0	0.40	0.288	0.000	13.9	35	-1.3	12.3	30
27.01.20	9:01	4.4	4.5	4.4	94	3.6	2.7	SSE	4.83	5.4	2.1	4.5	2.2	1009.8	0.00	0.289	0.000	13.9	35	-1.3	12.3	30
27.01.20	9:31	4.9	5.4	4.4	93	3.9	2.7	SSE	4.83	5.4	2.7	4.9	2.7	1009.5	0.00	0.279	0.000	13.9	36	-1.0	12.3	30
27.01.20	10:01	5.8	6.2	5.4	89	4.1	3.1	SSE	5.63	6.7	3.3	5.8	3.3	1009.3	0.00	0.262	0.000	13.9	36	-0.9	12.4	30
27.01.20	10:31	6.6	6.9	6.2	86	4.4	2.7	SE	4.83	6.7	4.7	6.6	4.6	1009.2	0.00	0.244	0.000	13.9	37	-0.5	12.4	30
27.01.20	11:00	7.2	7.4	6.9	84	4.6	4.0	SSE	7.24	8.5	4.4	7.1	4.3	1009.1	0.00	0.233	0.000	13.9	37	-0.5	12.4	30
27.01.20	11:31	7.5	7.6	7.4	83	4.8	3.1	SSE	5.63	8.5	5.4	7.4	5.4	1008.9	0.00	0.226	0.000	13.9	38	-0.2	12.4	30
27.01.20	12:00	7.7	7.9	7.6	83	5.0	2.2	S	4.02	5.8	6.3	7.7	6.3	1008.4	0.00	0.221	0.000	13.9	38	-0.2	12.4	30
27.01.20	12:31	7.9	8.0	7.9	83	5.2	2.7	SSE	4.83	6.3	6.3	7.9	6.2	1007.9	0.00	0.216	0.000	13.9	38	-0.2	12.4	30
27.01.20	13:00	8.0	8.1	7.9	82	5.1	2.7	SSE	4.83	6.3	6.3	7.9	6.3	1007.6	0.00	0.215	0.000	13.9	38	-0.2	12.4	30
27.01.20	13:30	7.6	8.1	7.4	83	4.9	2.2	SE	4.02	4.5	6.2	7.6	6.1	1007.1	0.00	0.223	0.000	14.0	39	0.2	12.6	30
27.01.20	14:01	7.5	7.6	7.4	84	5.0	2.7	SSE	4.83	5.4	5.7	7.4	5.7	1006.5	0.00	0.226	0.000	14.0	39	0.2	12.6	30
27.01.20	14:30	7.6	7.6	7.5	84	5.0	2.2	S	4.02	6.7	6.1	7.5	6.1	1006.3	0.00	0.225	0.000	14.0	39	0.2	12.6	30
27.01.20	15:01	7.4	7.5	7.3	84	4.9	2.7	SSE	4.83	6.7	5.6	7.3	5.6	1005.9	0.00	0.228	0.000	14.1	39	0.3	12.6	30
27.01.20	15:31	7.4	7.4	7.3	84	4.9	2.7	S	4.83	5.8	5.6	7.3	5.6	1005.6	0.00	0.228	0.000	14.1	40	0.6	12.7	30
27.01.20	16:00	7.2	7.3	7.1	87	5.2	2.7	SE	4.83	7.2	5.4	7.2	5.4	1005.4	0.00	0.231	0.000	14.1	40	0.6	12.7	30
27.01.20	16:31	7.2	7.3	7.1	87	5.1	3.1	SSE	5.63	5.8	5.1	7.2	5.1	1005.0	0.20	0.233	0.000	14.1	40	0.7	12.7	30
27.01.20	17:00	7.0	7.1	6.9	86	4.8	2.7	SE	4.83	6.3	5.1	6.9	5.1	1004.6	0.00	0.236	0.000	14.1	40	0.7	12.7	30
27.01.20	17:30	6.8	6.9	6.6	86	4.6	2.7	SSE	4.83	5.8	4.8	6.7	4.8	1004.4	0.00	0.241	0.000	14.1	40	0.7	12.7	30
27.01.20	18:01	6.6	6.6	6.4	86	4.4	2.2	S	4.02	5.4	5.0	6.5	4.9	1004.2	0.00	0.245	0.000	14.1	40	0.7	12.7	30
27.01.20	18:31	6.3	6.4	6.1	86	4.2	1.8	SSE	3.22	4.5	5.1	6.3	5.1	1003.8	0.00	0.250	0.000	14.1	41	1.0	12.7	30
27.01.20	19:00	5.9	6.1	5.7	88	4.1	1.8	ESE	3.22	4.0	4.7	5.9	4.6	1003.4	0.00	0.258	0.000	14.1	40	0.7	12.7	30
27.01.20	19:31	5.7	5.7	5.6	87	3.7	1.8	SE	3.22	4.9	4.3	5.6	4.3	1002.8	0.00	0.264	0.000	14.2	40	0.7	12.8	30
27.01.20	20:00	5.8	5.9	5.7	86	3.7	2.2	SSE	4.02	5.4	4.1	5.8	4.1	1002.8	0.00	0.260	0.000	14.2	40	0.7	12.8	30
27.01.20	20:30	5.8	5.9	5.8	87	3.8	0.9	SE	1.61	3.6	5.8	5.8	5.8	1002.3	0.00	0.260	0.000	14.2	39	0.4	12.8	30
27.01.20	21:01	5.7	5.8	5.6	88	3.8	2.2	SSE	4.02	4.5	3.9	5.6	3.8	1001.6	0.00	0.264	0.000	14.2	39	0.4	12.8	30
27.01.20	21:31	5.8	5.8	5.7	85	3.5	2.7	SSE	4.83	6.7	3.7	5.7	3.6	1001.1	0.00	0.262	0.000	14.2	39	0.4	12.8	30
27.01.20	22:01	5.6	5.8	5.1	87	3.6	1.8	ESE	3.22	4.9	4.2	5.5	4.2	1000.4	0.00	0.266	0.000	14.2	39	0.4	12.8	30
27.01.20	22:30	4.8	5.1	4.7	89	3.2	2.7	SE	4.83	4.9	2.6	4.8	2.5	999.5	0.00	0.281	0.000	14.2	39	0.4	12.8	30
27.01.20	23:01	4.8	5.0	4.6	90	3.3	2.7	SE	4.83	5.8	2.5	4.7	2.4	998.9	0.00	0.282	0.000	14.2	39	0.4	12.8	30
27.01.20	23:30	5.6	5.7	5.1	88	3.7	2.7	SSE	4.83	5.8	3.4	5.5	3.3	998.2	0.00	0.266	0.000	14.2	39	0.4	12.8	30
28.01.20	0:01	5.8	6.0	5.7	86	3.7	3.1	SSE	5.63	7.2	3.4	5.8	3.4	997.6	0.00	0.260	0.000	14.2	39	0.4	12.8	30
28.01.20	0:31	5.9	6.0	5.8	87	3.9	3.6	SSE	6.44	7.2	3.2	5.8	3.1	996.6	0.00	0.259	0.000	14.2	38	0.1	12.7	30
28.01.20	1:00	6.1	6.2	5.9	85	3.7	4.5	SE	8.05	11.2	2.8	6.0	2.7	996.1	0.00	0.256	0.000	14.3	39	0.5	12.8	30
28.01.20	1:31	5.9	6.1	5.8	85	3.6	4.9	SE	8.85	9.4	2.4	5.9	2.3	995.5	0.00	0.258	0.000	14.3	38	0.1	12.8	30
28.01.20	2:01	5.9	5.9	5.8	84	3.4	4.9	SE	8.85	9.8	2.3	5.8	2.2	994.9	0.00	0.259	0.000	14.3	38	0.1	12.8	30
28.01.20	2:30	5.7	5.8	5.7	85	3.4	4.5	SSE	8.05	8.5	2.4	5.6	2.3	994.8	0.00	0.263	0.000	14.3	38	0.1	12.8	30
28.01.20	3:01	5.8	5.8	5.7	85	3.5	3.6	SSE	6.44	9.8	3.1	5.7	2.9	994.8	0.00	0.262	0.000	14.3	38	0.1	12.8	30
