		Temp	Hi	Low	Out	Dew	Wind	Wind	Wind	Hi	Wind	Heat	THW			Heat	Cool	In 	In	In 	In 	Arc.
Date	Time	Out	Temp	Temp	Hum	Pt.	Speed	Dir	Run	Speed	Chill	Index	Index	Bar  	Rain	D-D 	D-D 	Temp	Hum	Dew	Heat	Int.
18.01.20	18:01	3.8	3.8	3.7	91	2.4	1.8	W	3.22	3.6	2.2	3.7	2.1	1025.3	0.00	0.303	0.000	16.4	36	1.3	14.7	30
18.01.20	18:31	3.8	3.8	3.8	90	2.3	1.3	WSW	2.41	7.2	2.8	3.8	2.8	1025.7	0.00	0.302	0.000	16.4	36	1.3	14.7	30
18.01.20	19:01	1.8	3.8	1.0	96	1.2	2.2	NW	4.02	9.4	-0.7	1.8	-0.7	1026.1	0.00	0.345	0.000	16.4	36	1.3	14.7	30
18.01.20	19:31	0.8	1.0	0.7	96	0.3	0.9	WSW	1.61	2.7	0.3	0.8	0.3	1026.5	0.60	0.365	0.000	16.4	36	1.3	14.7	30
18.01.20	20:01	0.8	1.1	0.7	97	0.4	0.9	WSW	1.61	2.2	0.3	0.8	0.3	1026.5	0.20	0.365	0.000	16.4	36	1.3	14.7	30
18.01.20	20:31	1.3	1.4	1.1	96	0.8	1.3	WSW	2.41	2.7	0.0	1.3	0.0	1026.7	0.00	0.354	0.000	16.4	36	1.3	14.7	30
18.01.20	21:01	1.6	1.7	1.4	96	1.0	1.3	WSW	2.41	2.7	0.3	1.6	0.3	1026.8	0.00	0.348	0.000	16.4	36	1.3	14.7	30
18.01.20	21:31	1.8	1.9	1.7	97	1.4	0.9	WSW	1.61	2.2	1.4	1.8	1.4	1027.1	0.00	0.345	0.000	16.3	36	1.2	14.6	30
18.01.20	22:01	1.9	2.1	1.9	97	1.5	1.3	W	2.41	2.7	0.7	1.9	0.7	1027.2	0.00	0.341	0.000	16.3	36	1.2	14.6	30
18.01.20	22:31	2.2	2.3	2.1	96	1.7	0.9	W	1.61	3.1	1.9	2.2	1.9	1027.4	0.00	0.336	0.000	16.3	36	1.2	14.6	30
18.01.20	23:01	2.3	2.3	2.3	96	1.7	0.9	WNW	1.61	3.1	1.9	2.3	1.9	1027.6	0.00	0.334	0.000	16.3	36	1.2	14.6	30
18.01.20	23:31	2.3	2.3	2.2	96	1.7	0.9	WNW	1.61	3.6	1.9	2.3	1.9	1027.8	0.00	0.334	0.000	16.3	36	1.2	14.6	30
19.01.20	0:01	2.2	2.2	2.2	96	1.7	0.9	WNW	1.61	4.5	1.9	2.2	1.9	1028.0	0.00	0.336	0.000	16.3	36	1.2	14.6	30
19.01.20	0:31	2.1	2.2	2.1	96	1.5	1.3	WNW	2.41	4.5	0.9	2.1	0.9	1028.4	0.00	0.338	0.000	16.3	36	1.2	14.6	30
19.01.20	1:01	2.0	2.1	2.0	97	1.6	1.3	WNW	2.41	4.0	0.8	2.0	0.8	1028.6	0.00	0.340	0.000	16.3	36	1.2	14.6	30
19.01.20	1:31	1.7	2.0	1.5	97	1.2	0.9	NW	1.61	4.5	1.3	1.7	1.3	1028.8	0.20	0.347	0.000	16.2	36	1.1	14.5	30
19.01.20	2:01	1.8	1.8	1.7	97	1.4	0.9	W	1.61	3.1	1.4	1.8	1.4	1029.3	0.00	0.345	0.000	16.2	36	1.1	14.5	30
19.01.20	2:31	1.9	1.9	1.8	98	1.6	0.9	W	1.61	3.6	1.5	1.9	1.6	1029.7	0.00	0.343	0.000	16.2	36	1.1	14.5	30
19.01.20	3:01	1.9	1.9	1.9	97	1.5	1.8	WNW	3.22	4.9	0.1	1.9	0.1	1029.9	0.00	0.341	0.000	16.2	36	1.1	14.4	30
19.01.20	3:31	1.9	1.9	1.9	98	1.7	0.9	WNW	1.61	4.5	1.6	2.0	1.6	1030.1	0.00	0.341	0.000	16.2	36	1.1	14.4	30
19.01.20	4:01	1.9	2.0	1.9	97	1.5	0.9	W	1.61	3.1	1.6	1.9	1.6	1030.4	0.00	0.341	0.000	16.2	36	1.1	14.4	30
19.01.20	4:31	1.9	1.9	1.8	98	1.6	0.9	WNW	1.61	4.5	1.5	1.9	1.6	1030.6	0.00	0.343	0.000	16.2	36	1.1	14.4	30
19.01.20	5:01	1.8	1.9	1.8	98	1.6	0.9	WNW	1.61	3.6	1.4	1.9	1.5	1030.8	0.00	0.344	0.000	16.1	36	1.0	14.4	30
19.01.20	5:31	1.8	1.8	1.7	98	1.5	0.4	W	0.80	2.2	1.8	1.8	1.8	1031.2	0.00	0.345	0.000	16.1	36	1.0	14.4	30
19.01.20	6:01	1.6	1.7	1.6	98	1.3	0.9	WNW	1.61	3.1	1.2	1.7	1.3	1031.4	0.00	0.348	0.000	16.1	36	1.0	14.4	30
19.01.20	6:31	1.6	1.7	1.5	98	1.3	0.4	WNW	0.80	2.2	1.6	1.7	1.7	1031.9	0.20	0.348	0.000	16.1	36	1.0	14.3	30
19.01.20	7:01	1.6	1.6	1.5	98	1.3	0.4	WNW	0.80	3.1	1.6	1.6	1.6	1032.1	0.00	0.350	0.000	16.1	36	1.0	14.3	30
19.01.20	7:31	1.4	1.6	1.4	98	1.2	0.4	WNW	0.80	1.8	1.4	1.4	1.4	1032.4	0.20	0.352	0.000	16.1	36	1.0	14.3	30
19.01.20	8:01	1.6	1.6	1.4	98	1.3	0.4	W	0.80	2.2	1.6	1.6	1.6	1032.9	0.00	0.350	0.000	16.1	36	1.0	14.3	30
19.01.20	8:31	1.6	1.7	1.5	99	1.5	0.0	WNW	0.00	1.3	1.6	1.7	1.7	1033.5	0.00	0.348	0.000	16.0	36	0.9	14.3	30
19.01.20	9:01	1.6	1.7	1.6	99	1.5	0.0	WNW	0.00	1.3	1.6	1.7	1.7	1034.0	0.00	0.348	0.000	16.0	36	0.9	14.3	30
19.01.20	9:31	1.7	1.7	1.6	99	1.5	0.4	W	0.80	2.7	1.7	1.7	1.7	1034.6	0.00	0.347	0.000	16.0	36	0.9	14.3	30
19.01.20	10:01	1.7	1.8	1.6	98	1.4	0.4	WNW	0.80	2.2	1.7	1.7	1.7	1035.2	0.00	0.347	0.000	16.0	36	0.9	14.3	30
19.01.20	10:31	1.8	1.9	1.7	99	1.6	0.0	WNW	0.00	2.2	1.8	1.8	1.8	1035.8	0.00	0.345	0.000	15.9	36	0.9	14.2	30
19.01.20	11:01	1.9	1.9	1.8	98	1.6	0.4	WNW	0.80	1.8	1.9	1.9	1.9	1036.3	0.00	0.343	0.000	15.9	36	0.9	14.2	30
19.01.20	11:31	2.0	2.1	1.8	99	1.9	0.0	WNW	0.00	1.3	2.0	2.1	2.1	1036.6	0.00	0.340	0.000	15.9	36	0.9	14.2	30
19.01.20	12:01	2.2	2.3	2.1	98	1.9	0.0	WNW	0.00	1.8	2.2	2.2	2.2	1036.7	0.00	0.337	0.000	15.9	36	0.8	14.2	30
19.01.20	12:31	2.3	2.5	2.2	98	2.1	0.0	W	0.00	2.2	2.3	2.4	2.4	1036.9	0.00	0.333	0.000	15.9	36	0.8	14.2	30
19.01.20	13:01	2.6	2.7	2.5	97	2.1	0.4	W	0.80	1.8	2.6	2.6	2.6	1037.3	0.00	0.329	0.000	15.9	36	0.8	14.2	30
19.01.20	13:31	2.6	2.7	2.6	97	2.2	0.4	WNW	0.80	1.8	2.6	2.6	2.6	1037.6	0.00	0.328	0.000	15.9	36	0.8	14.2	30
19.01.20	14:01	2.6	2.8	2.6	97	2.2	0.4	W	0.80	2.2	2.6	2.6	2.6	1037.7	0.00	0.328	0.000	15.8	36	0.8	14.1	30
19.01.20	14:31	2.8	3.1	2.8	97	2.4	0.4	WSW	0.80	1.8	2.8	2.8	2.8	1037.8	0.00	0.323	0.000	15.8	36	0.8	14.1	30
19.01.20	15:01	3.1	3.2	3.0	98	2.8	0.4	WSW	0.80	2.2	3.1	3.2	3.2	1038.2	0.20	0.317	0.000	15.8	36	0.8	14.1	30
19.01.20	15:31	3.3	3.3	3.2	97	2.8	0.4	WSW	0.80	1.3	3.3	3.3	3.3	1038.6	0.00	0.314	0.000	15.8	36	0.8	14.1	30
19.01.20	16:01	3.5	3.6	3.3	97	3.1	0.0	W	0.00	1.3	3.5	3.6	3.6	1039.1	0.00	0.309	0.000	15.8	36	0.8	14.1	30
19.01.20	16:31	3.6	3.6	3.5	97	3.1	0.4	W	0.80	2.2	3.6	3.6	3.6	1039.6	0.00	0.308	0.000	15.8	36	0.8	14.1	30
19.01.20	17:01	3.6	3.7	3.6	97	3.2	0.4	WNW	0.80	2.2	3.6	3.7	3.7	1040.1	0.00	0.307	0.000	15.8	36	0.7	14.1	30
19.01.20	17:31	3.7	3.7	3.7	97	3.3	0.4	W	0.80	2.2	3.7	3.8	3.8	1040.3	0.00	0.304	0.000	15.8	37	1.1	14.1	30
19.01.20	18:01	3.7	3.8	3.7	97	3.3	0.4	W	0.80	2.2	3.7	3.8	3.8	1040.8	0.00	0.304	0.000	15.8	36	0.7	14.1	30
19.01.20	18:31	3.8	3.8	3.8	96	3.2	0.9	NW	1.61	4.5	3.6	3.8	3.6	1041.4	0.00	0.303	0.000	15.8	36	0.7	14.1	30
19.01.20	19:01	3.7	3.8	3.4	95	2.9	1.3	NW	2.41	5.4	2.7	3.7	2.7	1041.5	0.00	0.306	0.000	15.8	36	0.7	14.1	30
19.01.20	19:31	3.2	3.4	3.2	94	2.3	0.0	WNW	0.00	0.9	3.2	3.2	3.2	1041.9	0.00	0.315	0.000	15.8	37	1.1	14.1	30
19.01.20	20:01	3.1	3.2	2.9	93	2.1	0.0	---	0.00	0.0	3.1	3.1	3.1	1042.0	0.00	0.317	0.000	15.8	37	1.1	14.1	30
19.01.20	20:31	2.9	2.9	2.8	94	2.0	0.4	WSW	0.80	1.8	2.9	2.9	2.9	1042.4	0.00	0.322	0.000	15.7	37	1.1	14.1	30
19.01.20	21:01	3.0	3.1	2.9	95	2.3	0.0	WSW	0.00	1.3	3.0	3.0	3.0	1042.9	0.00	0.319	0.000	15.7	37	1.1	14.1	30
19.01.20	21:31	3.1	3.2	3.1	95	2.4	0.4	W	0.80	2.7	3.1	3.1	3.1	1043.0	0.00	0.317	0.000	15.7	37	1.1	14.1	30
19.01.20	22:01	3.1	3.1	2.9	94	2.2	0.4	WNW	0.80	2.2	3.1	3.1	3.1	1043.6	0.00	0.318	0.000	15.7	37	1.1	14.1	30
19.01.20	22:31	2.9	3.1	2.8	95	2.2	0.0	W	0.00	1.8	2.9	2.9	2.9	1043.7	0.00	0.321	0.000	15.7	37	1.0	14.0	30
19.01.20	23:01	2.8	2.8	2.7	95	2.1	0.4	WSW	0.80	2.2	2.8	2.8	2.8	1043.9	0.00	0.324	0.000	15.7	37	1.1	14.1	30
19.01.20	23:31	2.8	2.8	2.7	95	2.1	0.4	W	0.80	2.2	2.8	2.8	2.8	1044.3	0.00	0.324	0.000	15.7	37	1.0	14.0	30
20.01.20	0:01	2.7	2.8	2.6	96	2.1	0.0	W	0.00	1.3	2.7	2.7	2.7	1044.2	0.00	0.326	0.000	15.7	37	1.0	14.0	30
20.01.20	0:31	2.4	2.6	2.3	96	1.9	0.0	W	0.00	1.3	2.4	2.4	2.4	1044.4	0.00	0.331	0.000	15.6	37	1.0	14.0	30
20.01.20	1:01	2.3	2.3	2.2	96	1.7	0.0	W	0.00	1.8	2.3	2.3	2.3	1044.8	0.00	0.334	0.000	15.6	37	1.0	14.0	30
20.01.20	1:31	2.2	2.2	2.1	96	1.6	0.0	W	0.00	1.3	2.2	2.2	2.2	1045.1	0.00	0.337	0.000	15.6	37	1.0	14.0	30
20.01.20	2:01	2.2	2.2	2.2	97	1.7	0.0	W	0.00	2.2	2.2	2.2	2.2	1045.1	0.00	0.337	0.000	15.6	37	1.0	14.0	30
20.01.20	2:31	2.2	2.2	2.2	97	1.7	0.0	---	0.00	0.0	2.2	2.2	2.2	1045.2	0.00	0.337	0.000	15.6	37	0.9	13.9	30
20.01.20	3:01	2.3	2.3	2.2	97	1.9	0.0	---	0.00	0.0	2.3	2.3	2.3	1045.5	0.00	0.334	0.000	15.6	37	0.9	13.9	30
20.01.20	3:31	2.3	2.3	2.2	97	1.9	0.0	---	0.00	0.0	2.3	2.3	2.3	1045.3	0.00	0.334	0.000	15.6	37	0.9	13.9	30
20.01.20	4:01	2.4	2.4	2.3	97	2.0	0.0	---	0.00	0.0	2.4	2.4	2.4	1045.7	0.00	0.332	0.000	15.5	37	0.9	13.9	30
20.01.20	4:31	2.3	2.4	2.2	97	1.9	0.0	---	0.00	0.0	2.3	2.3	2.3	1045.6	0.00	0.333	0.000	15.5	37	0.9	13.9	30
20.01.20	5:01	2.3	2.4	2.1	98	2.0	0.0	S	0.00	1.3	2.3	2.3	2.3	1045.4	0.00	0.334	0.000	15.5	37	0.9	13.9	30
20.01.20	5:31	2.1	2.3	2.0	98	1.8	0.0	W	0.00	1.8	2.1	2.1	2.1	1045.9	0.00	0.339	0.000	15.5	37	0.9	13.9	30
20.01.20	6:01	2.4	2.6	2.3	98	2.2	0.0	---	0.00	0.0	2.4	2.5	2.5	1045.9	0.00	0.331	0.000	15.5	37	0.9	13.9	30
20.01.20	6:31	2.5	2.6	2.4	98	2.2	0.0	---	0.00	0.0	2.5	2.6	2.6	1045.9	0.00	0.330	0.000	15.5	37	0.9	13.9	30
20.01.20	7:01	2.3	2.4	2.2	98	2.1	0.0	---	0.00	0.0	2.3	2.4	2.4	1045.8	0.00	0.333	0.000	15.4	37	0.8	13.8	30
20.01.20	7:31	2.1	2.3	1.9	98	1.8	0.0	---	0.00	0.0	2.1	2.2	2.2	1045.9	0.00	0.338	0.000	15.4	37	0.8	13.8	30
20.01.20	8:01	2.2	2.3	2.2	99	2.1	0.0	---	0.00	0.0	2.2	2.3	2.3	1046.1	0.00	0.336	0.000	15.4	37	0.8	13.8	30
20.01.20	8:31	2.1	2.2	2.1	99	2.0	0.0	SSE	0.00	1.3	2.1	2.2	2.2	1046.6	0.00	0.338	0.000	15.4	37	0.8	13.8	30
20.01.20	9:01	2.0	2.1	1.9	99	1.9	0.4	SSE	0.80	1.3	2.0	2.1	2.1	1046.8	0.00	0.340	0.000	15.4	36	0.4	13.8	30
20.01.20	9:31	1.9	2.2	1.8	99	1.8	0.0	SE	0.00	1.8	1.9	2.0	2.0	1047.1	0.00	0.341	0.000	15.4	37	0.8	13.8	30
20.01.20	10:01	2.1	2.6	1.9	99	2.0	0.0	SE	0.00	1.3	2.1	2.2	2.2	1047.3	0.00	0.338	0.000	15.4	37	0.8	13.8	30
20.01.20	10:31	2.9	3.1	2.6	99	2.7	0.0	---	0.00	0.0	2.9	2.9	2.9	1047.4	0.00	0.322	0.000	15.4	37	0.8	13.8	30
20.01.20	11:01	3.3	3.4	3.1	100	3.3	0.0	---	0.00	0.0	3.3	3.3	3.3	1047.6	0.00	0.314	0.000	15.3	37	0.7	13.7	30
20.01.20	11:31	3.4	3.5	3.4	99	3.3	0.0	---	0.00	0.0	3.4	3.5	3.5	1047.6	0.00	0.310	0.000	15.3	37	0.7	13.7	30
20.01.20	12:01	3.5	3.6	3.4	100	3.5	0.0	SW	0.00	1.8	3.5	3.6	3.6	1047.4	0.00	0.309	0.000	15.3	37	0.7	13.7	30
20.01.20	12:31	3.7	3.8	3.5	100	3.7	0.0	WSW	0.00	1.3	3.7	3.8	3.8	1047.4	0.00	0.306	0.000	15.3	37	0.7	13.7	30
20.01.20	13:01	4.0	4.1	3.8	99	3.9	0.0	---	0.00	0.0	4.0	4.1	4.1	1047.4	0.00	0.299	0.000	15.3	37	0.7	13.7	30
20.01.20	13:31	4.1	4.3	4.0	99	4.0	0.0	---	0.00	0.0	4.1	4.2	4.2	1047.3	0.00	0.296	0.000	15.3	37	0.7	13.7	30
20.01.20	14:01	4.4	4.5	4.3	99	4.2	0.0	---	0.00	0.0	4.4	4.5	4.5	1046.9	0.00	0.291	0.000	15.3	37	0.7	13.7	30
20.01.20	14:31	4.6	4.6	4.4	96	4.0	0.0	---	0.00	0.0	4.6	4.6	4.6	1046.9	0.00	0.287	0.000	15.4	38	1.1	13.8	30
20.01.20	15:01	4.5	4.5	4.4	96	3.9	0.0	---	0.00	0.0	4.5	4.6	4.6	1046.4	0.00	0.288	0.000	15.7	38	1.4	14.1	30
20.01.20	15:31	4.8	5.2	4.6	94	3.9	0.0	WSW	0.00	0.4	4.8	4.8	4.8	1046.2	0.00	0.282	0.000	15.6	37	1.0	14.0	30
20.01.20	16:01	5.1	5.2	5.1	91	3.8	0.0	---	0.00	0.0	5.1	5.1	5.1	1046.1	0.00	0.275	0.000	15.6	38	1.3	13.9	30
20.01.20	16:31	4.7	5.1	4.5	91	3.4	0.0	---	0.00	0.0	4.7	4.7	4.7	1046.1	0.00	0.284	0.000	15.5	38	1.2	13.9	30
20.01.20	17:01	4.4	4.5	4.3	92	3.3	0.0	---	0.00	0.0	4.4	4.4	4.4	1046.1	0.00	0.289	0.000	15.4	38	1.2	13.8	30
20.01.20	17:31	4.1	4.3	3.7	92	2.9	0.0	---	0.00	0.0	4.1	4.1	4.1	1046.0	0.00	0.297	0.000	15.4	38	1.2	13.8	30
20.01.20	18:01	3.4	3.7	3.0	92	2.3	0.0	---	0.00	0.0	3.4	3.4	3.4	1046.0	0.00	0.310	0.000	15.4	38	1.2	13.8	30
20.01.20	18:31	2.5	3.1	2.1	93	1.5	0.0	WSW	0.00	0.9	2.5	2.5	2.5	1045.9	0.00	0.330	0.000	15.4	38	1.1	13.8	30
20.01.20	19:01	1.5	2.1	0.9	94	0.6	0.9	ESE	1.61	2.2	1.1	1.5	1.1	1045.7	0.00	0.351	0.000	15.4	38	1.1	13.8	30
20.01.20	19:31	0.5	0.9	0.2	95	-0.2	1.3	ESE	2.41	2.7	-0.9	0.4	-1.0	1045.8	0.00	0.372	0.000	15.4	37	0.8	13.8	30
20.01.20	20:01	0.1	0.2	-0.1	96	-0.5	1.8	ESE	3.22	2.7	-2.1	0.0	-2.2	1045.6	0.00	0.381	0.000	15.4	37	0.8	13.8	30
20.01.20	20:31	-0.2	-0.1	-0.3	97	-0.6	1.3	ESE	2.41	2.2	-1.7	-0.2	-1.7	1045.7	0.00	0.385	0.000	15.4	37	0.8	13.8	30
20.01.20	21:01	-0.2	-0.1	-0.3	97	-0.6	0.4	ESE	0.80	1.8	-0.2	-0.2	-0.2	1045.8	0.00	0.385	0.000	15.4	36	0.4	13.7	30
20.01.20	21:31	-0.5	-0.3	-0.6	97	-0.9	1.3	ESE	2.41	2.2	-2.1	-0.6	-2.1	1045.7	0.00	0.392	0.000	15.4	36	0.4	13.7	30
20.01.20	22:01	-0.5	-0.2	-0.6	97	-0.9	1.8	ESE	3.22	3.1	-2.8	-0.6	-2.8	1045.4	0.00	0.392	0.000	15.4	36	0.4	13.8	30
20.01.20	22:31	-0.1	-0.1	-0.2	96	-0.7	1.8	ESE	3.22	3.1	-2.3	-0.2	-2.4	1045.2	0.00	0.384	0.000	15.4	36	0.4	13.7	30
20.01.20	23:01	-0.2	-0.1	-0.3	96	-0.8	1.8	ESE	3.22	2.7	-2.4	-0.3	-2.5	1045.2	0.00	0.387	0.000	15.4	36	0.4	13.7	30
20.01.20	23:31	-0.2	-0.1	-0.4	96	-0.7	1.8	ESE	3.22	2.7	-2.4	-0.2	-2.4	1044.9	0.00	0.385	0.000	15.4	36	0.4	13.7	30
21.01.20	0:01	-0.4	-0.2	-0.5	96	-1.0	1.8	ESE	3.22	3.6	-2.7	-0.5	-2.7	1045.0	0.00	0.391	0.000	15.4	36	0.4	13.7	30
21.01.20	0:31	-0.2	-0.1	-0.3	95	-0.9	1.3	ESE	2.41	1.8	-1.7	-0.2	-1.7	1044.7	0.00	0.385	0.000	15.3	36	0.3	13.7	30
21.01.20	1:01	-0.2	-0.2	-0.3	94	-1.1	1.3	ESE	2.41	1.8	-1.7	-0.3	-1.8	1044.4	0.00	0.387	0.000	15.3	36	0.3	13.7	30
21.01.20	1:31	-0.2	-0.1	-0.3	94	-1.1	1.3	ESE	2.41	2.2	-1.7	-0.3	-1.8	1044.3	0.00	0.387	0.000	15.3	36	0.3	13.7	30
21.01.20	2:01	-0.3	-0.2	-0.3	93	-1.3	1.3	ESE	2.41	2.2	-1.8	-0.3	-1.8	1044.0	0.00	0.388	0.000	15.3	36	0.3	13.7	30
21.01.20	2:31	-0.3	-0.3	-0.3	93	-1.3	1.3	ESE	2.41	2.2	-1.9	-0.4	-1.9	1043.8	0.00	0.389	0.000	15.3	36	0.3	13.6	30
21.01.20	3:01	-0.3	-0.3	-0.4	92	-1.5	1.3	ESE	2.41	2.2	-1.9	-0.4	-1.9	1043.3	0.00	0.389	0.000	15.3	36	0.3	13.6	30
21.01.20	3:31	-0.4	-0.3	-0.4	93	-1.4	0.9	ESE	1.61	2.2	-1.0	-0.4	-1.1	1043.2	0.00	0.390	0.000	15.3	36	0.3	13.6	30
21.01.20	4:01	-0.4	-0.3	-0.7	92	-1.6	0.0	---	0.00	0.0	-0.4	-0.5	-0.5	1043.0	0.00	0.391	0.000	15.2	36	0.2	13.6	30
21.01.20	4:31	-0.9	-0.7	-1.1	92	-2.0	0.0	SE	0.00	1.3	-0.9	-1.0	-1.0	1042.8	0.00	0.400	0.000	15.2	36	0.2	13.5	30
21.01.20	5:01	-1.2	-1.1	-1.3	92	-2.3	0.0	SE	0.00	0.4	-1.2	-1.3	-1.3	1042.8	0.00	0.406	0.000	15.2	36	0.2	13.5	30
21.01.20	5:31	-1.4	-1.3	-1.7	92	-2.6	0.0	SE	0.00	0.9	-1.4	-1.6	-1.6	1042.8	0.00	0.412	0.000	15.2	35	-0.2	13.4	30
21.01.20	6:01	-1.9	-1.7	-2.1	92	-3.0	0.0	SE	0.00	0.9	-1.9	-2.0	-2.0	1042.7	0.00	0.421	0.000	15.2	36	0.2	13.5	30
21.01.20	6:31	-2.4	-2.1	-2.7	92	-3.5	0.4	ESE	0.80	1.3	-2.4	-2.4	-2.4	1042.7	0.00	0.432	0.000	15.1	35	-0.3	13.4	30
21.01.20	7:01	-2.7	-2.7	-2.8	93	-3.7	0.9	ESE	1.61	1.8	-3.6	-2.8	-3.6	1042.5	0.00	0.439	0.000	15.1	35	-0.3	13.3	30
21.01.20	7:31	-2.7	-2.6	-2.8	93	-3.6	0.4	ESE	0.80	1.3	-2.7	-2.7	-2.7	1042.5	0.00	0.437	0.000	15.1	35	-0.3	13.3	30
21.01.20	8:01	-2.9	-2.8	-3.1	94	-3.8	0.4	ESE	0.80	1.8	-2.9	-3.0	-3.0	1042.2	0.00	0.443	0.000	15.0	34	-0.8	13.2	30
21.01.20	8:31	-2.8	-2.7	-3.1	94	-3.7	0.9	ESE	1.61	1.8	-3.7	-2.9	-3.7	1041.9	0.00	0.441	0.000	15.0	34	-0.8	13.2	30
21.01.20	9:01	-2.3	-1.9	-2.7	94	-3.1	0.0	ESE	0.00	1.3	-2.3	-2.3	-2.3	1042.1	0.00	0.429	0.000	15.0	33	-1.2	13.2	30
21.01.20	9:31	-2.1	-1.7	-2.1	94	-2.9	0.4	ESE	0.80	1.8	-2.1	-2.1	-2.1	1042.2	0.00	0.425	0.000	14.9	33	-1.3	13.1	30
21.01.20	10:01	-1.2	-0.3	-1.7	93	-2.2	0.0	ESE	0.00	0.9	-1.2	-1.2	-1.2	1042.3	0.00	0.406	0.000	14.9	33	-1.3	13.1	30
21.01.20	10:31	0.7	1.6	-0.3	88	-1.1	0.0	ESE	0.00	0.9	0.7	0.6	0.6	1042.5	0.00	0.368	0.000	14.9	33	-1.3	13.1	30
21.01.20	11:01	1.7	2.2	1.6	83	-0.9	0.0	---	0.00	0.4	1.7	1.6	1.6	1042.5	0.00	0.346	0.000	14.9	33	-1.3	13.1	30
21.01.20	11:31	2.8	3.4	2.2	79	-0.5	0.0	ESE	0.00	0.4	2.8	2.7	2.7	1042.2	0.00	0.323	0.000	14.9	33	-1.2	13.2	30
21.01.20	12:01	3.3	3.6	2.9	76	-0.6	0.0	SSE	0.00	0.4	3.3	3.1	3.1	1042.1	0.00	0.314	0.000	14.9	33	-1.2	13.2	30
21.01.20	12:31	3.4	3.5	3.3	71	-1.4	0.0	W	0.00	1.3	3.4	3.1	3.1	1041.9	0.00	0.311	0.000	14.9	33	-1.2	13.2	30
21.01.20	13:01	3.7	4.2	3.3	69	-1.4	0.0	WSW	0.00	1.3	3.7	3.4	3.4	1041.6	0.00	0.304	0.000	14.9	33	-1.2	13.2	30
21.01.20	13:31	3.8	4.0	3.7	68	-1.6	0.4	NW	0.80	2.7	3.8	3.4	3.4	1041.3	0.00	0.303	0.000	15.0	33	-1.2	13.2	30
21.01.20	14:01	3.8	3.9	3.7	68	-1.6	0.9	WNW	1.61	3.1	3.6	3.4	3.2	1041.0	0.00	0.303	0.000	15.0	33	-1.2	13.2	30
21.01.20	14:31	3.9	4.1	3.8	68	-1.4	0.4	W	0.80	2.2	3.9	3.6	3.6	1040.7	0.00	0.300	0.000	15.0	33	-1.2	13.2	30
21.01.20	15:01	3.8	3.9	3.8	68	-1.5	0.4	NW	0.80	2.2	3.8	3.5	3.5	1040.5	0.00	0.302	0.000	15.0	33	-1.2	13.2	30
21.01.20	15:31	3.8	3.9	3.7	69	-1.3	0.0	WNW	0.00	1.8	3.8	3.5	3.5	1040.3	0.00	0.302	0.000	14.9	33	-1.2	13.2	30
21.01.20	16:01	3.9	4.1	3.7	69	-1.3	0.0	WSW	0.00	1.3	3.9	3.6	3.6	1039.9	0.00	0.301	0.000	14.9	33	-1.2	13.2	30
21.01.20	16:31	4.2	4.2	4.1	69	-1.0	0.0	---	0.00	0.4	4.2	3.8	3.8	1039.5	0.00	0.295	0.000	14.9	33	-1.2	13.2	30
21.01.20	17:01	3.8	4.2	3.3	71	-0.9	0.0	SSW	0.00	0.9	3.8	3.5	3.5	1039.4	0.00	0.302	0.000	14.9	33	-1.2	13.2	30
21.01.20	17:31	2.9	3.3	2.6	75	-1.1	0.0	NW	0.00	1.3	2.9	2.7	2.7	1039.6	0.00	0.322	0.000	14.9	32	-1.6	13.1	30
21.01.20	18:01	2.3	2.6	1.8	76	-1.5	0.0	NW	0.00	1.8	2.3	2.1	2.1	1039.3	0.00	0.333	0.000	14.9	32	-1.6	13.1	30
21.01.20	18:31	1.3	1.8	1.1	80	-1.7	0.9	SE	1.61	2.7	0.9	1.1	0.7	1039.3	0.00	0.354	0.000	14.9	32	-1.6	13.1	30
21.01.20	19:01	0.4	1.1	-0.1	82	-2.3	0.9	ESE	1.61	1.8	-0.1	0.3	-0.3	1039.3	0.00	0.373	0.000	14.9	32	-1.6	13.1	30
21.01.20	19:31	-0.4	-0.1	-0.7	84	-2.8	0.9	ESE	1.61	1.8	-1.1	-0.6	-1.2	1039.2	0.00	0.391	0.000	14.9	32	-1.6	13.1	30
21.01.20	20:01	-0.7	-0.3	-0.8	86	-2.8	1.3	SE	2.41	2.7	-2.3	-0.8	-2.4	1038.7	0.00	0.397	0.000	14.9	32	-1.6	13.1	30
21.01.20	20:31	0.2	0.4	-0.3	83	-2.4	0.9	SE	1.61	2.7	-0.4	0.1	-0.5	1038.5	0.00	0.378	0.000	15.0	32	-1.6	13.2	30
21.01.20	21:01	0.1	0.3	-0.1	84	-2.3	0.9	SE	1.61	2.2	-0.4	0.0	-0.6	1038.2	0.00	0.380	0.000	15.0	32	-1.6	13.2	30
21.01.20	21:31	0.0	0.3	-0.4	84	-2.4	0.4	SE	0.80	1.8	0.0	-0.1	-0.1	1038.2	0.00	0.382	0.000	15.0	32	-1.6	13.2	30
21.01.20	22:01	-0.4	-0.3	-0.5	85	-2.6	0.4	SE	0.80	1.8	-0.4	-0.5	-0.5	1037.9	0.00	0.390	0.000	15.0	32	-1.6	13.2	30
